record_id	brand	model_name	variant_or_state	production_period	kind	differences	status	source_url	notes
REC-279	MI Audio	Blues Prototype	Pre-commercial prototype / liquidation run	2005	Lineage / chronology	MI Audio’s historical description says the Blues Prototype came from unused PCBs made while developing the Blue Boy, was boxed in bare aluminium and sold at cost, and later became the Blues Pro after its popularity.	VERIFIED	https://www.effectsdatabase.com/model/miaudio/bluespro	Treat as a distinct prototype/precursor object, not merely an early Blues Pro enclosure.
REC-280	MI Audio	Blues Pro	Early commercial production state	2006-2008	Model / chronology	MI Audio’s historical page identifies the Blues Pro as the reincarnation of the Blues Prototype in a professional die-cast, powder-coated, silk-screened enclosure; the page is indexed to 2006-2008.	VERIFIED	https://www.effectsdatabase.com/model/miaudio/bluespro	Separate from the bare-aluminium Blues Prototype.
REC-281	MI Audio	Tube Zone Overdrive	V1 / V2 documented family	2005-2008	Generation / chronology	Effects Database records V1 through later versions and quotes MI Audio describing V1 and V2; the company history identifies Tube Zone as its first commercial pedal, growing from a design first built in 1995.	VERIFIED	https://www.effectsdatabase.com/model/miaudio/tubezone	Keep 1995 as design-origin evidence separate from 2005 commercial launch evidence.
REC-282	MI Audio	Crunch Box	V1 first-batch state	Early 2006	Generation / chronology	MI Audio’s historical account says the final Crunch Box design was released in early 2006 and the initial batch was 500 units, selling out within three weeks.	VERIFIED	https://www.effectsdatabase.com/model/miaudio/crunchbox	The 500-unit first batch is a strong specimen rarity/chronology clue.
REC-283	MI Audio	Crunch Box	V2 revised-brightness state	2006-2008	Generation / chronology	Michael Ibrahim later stated that V1 was darker and only about 500 were made; V2 brightened the pedal and added an internal presence control.	VERIFIED	https://pedaiseefeitos.com/entrevista/entrevista-mi-effects/	Use internal presence control plus revised voicing as identification evidence; exact V1/V2 switchover date remains unresolved.
REC-284	Catalinbread	Formula N°5	Early production state	2010	Model / chronology	Effects Database published the Formula N°5 on February 14, 2010 and records early, new-look, reissue, and limited-edition graphic states. Catalinbread’s chronology places FN5 in its 2008-to-present expansion wave.	VERIFIED	https://www.effectsdatabase.com/model/catalinbread/formula5	Preserve graphic/reissue labels as separate states when specimen evidence permits.
REC-285	Catalinbread	WIIO	First-batch / early production state	2009-2010	Model / chronology	Effects Database published the WIIO on October 20, 2009 and exposes a first-batch state alongside later graphic states; Catalinbread’s chronology places the broader product release in the 2008-2010 expansion period.	VERIFIED	https://www.effectsdatabase.com/model/catalinbread/wiio	First-batch labeling is especially useful for specimen identification.
REC-286	Black Arts Toneworks	Pharaoh	Founding / early production object	2009-2011	Lineage / chronology	Black Arts Toneworks’ history identifies Pharaoh as the first pedal created after Mark Wentz modified a Black Russian Big Muff for his own use, and an importer history dates the founding of Black Arts Toneworks to 2009.	RESEARCH	https://www.effectsdatabase.com/interviews/brands/blackarts	Exact first-sale date is unresolved; preserve the founding-object status and 2009 company anchor without over-dating retail production.
REC-287	Black Arts Toneworks	Pharaoh	Early graphic / standard production state	2010-2011	Model / chronology	The Black Arts historical record says Pharaoh became the company’s flagship and that its artwork was handled by Jason Scott; period catalog evidence documents the model before later Pharaoh Supreme and other derivative forms.	RESEARCH	https://blackartstoneworks.blogspot.com/	Use enclosure artwork, labeling and control layout as specimen clues; do not treat later Supreme features as original Pharaoh traits.
REC-288	Keeley Electronics	Java Boost	Early limited germanium state	2005	Edition / chronology	Effects Database published the Java Boost on September 16, 2005 and describes an early germanium treble booster using scarce Mullard OC44 and CV7003 transistors, explicitly calling the run limited.	VERIFIED	https://www.effectsdatabase.com/model/keeley/javaboost	Keep the early limited OC44/CV7003 state distinct from later Java Boost editions.
REC-289	Keeley Electronics	Fuzz Head	Early production state	2005 onward	Model / chronology	Effects Database published the Keeley Fuzz Head on September 16, 2005 and documents its Si/Ge control and hybrid fuzz/overdrive positioning. A contemporary June 2005 forum identifies a red Keeley Fuzz Head as an already-recognized boutique model, providing pre-publication-period context.	VERIFIED	https://www.effectsdatabase.com/model/keeley/fuzzhead	Use enclosure graphics and Si/Ge labeling as specimen clues; do not infer a precise pre-September launch day.
REC-290	Black Arts Toneworks	Black Forest	Early documented production state	2011	Model / chronology	Effects Database published Black Forest on August 3, 2011 and describes it as an overdrive/fuzz inspired by the Colorsound Overdriver. It is retained here as a bridge record because its earliest surviving documentary footprint follows the initial Pharaoh era.	VERIFIED	https://www.effectsdatabase.com/model/blackarts/blackforest	Outside the strict 1998-2010 core, but useful as a chronological bridge into BAT’s next documented generation.
