builder	model	category	light_description	photo_source	status
One Control (designed by BJF)	Baby Blue OD	Overdrive / Fuzz	Compact overdrive and fuzz hybrid designed by Bjorn Juhl, ranging from warm dynamic overdrive to compressed fuzz-like saturation.	https://www.effectsdatabase.com/model/onecontrol/babyblue	INVENTORY
One Control (designed by BJF)	Baltic Blue Fuzz	Fuzz	Compact fuzz designed around a full, saturated response with a strong musical attack and sustain.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Cranberry OverDrive	Overdrive	Compact overdrive designed for responsive amplifier-style breakup across low and medium gain settings.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Golden Acorn Overdrive Special	Overdrive	Amp-voiced overdrive designed around a broad, responsive drive range with detailed tonal shaping.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Honey Bee OD	Overdrive	Low-to-medium gain overdrive with a warm, dynamic response and touch-sensitive breakup.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Lingonberry OverDrive	Overdrive	Compact overdrive with a refined, responsive gain character designed for articulate drive and amplifier interaction.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Marigold Orange OverDrive	Overdrive	BJF-designed overdrive offering a flexible low-to-medium gain range with clear note articulation.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Persian Green Screamer	Overdrive	Mid-focused overdrive based around the familiar Screamer-style drive format, suited to pushing an amplifier and tightening gain.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Purple Plexifier	Overdrive / Distortion	Compact British-style amp-in-a-box drive designed for crunchy breakup through more saturated amplifier-like gain.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Rocket Grey Fuzz	Fuzz	Compact fuzz offering saturated gain with a broad, musical response from gritty textures into thicker sustain.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Strawberry Red Over Drive	Overdrive	Compact overdrive designed for dynamic low-to-medium gain breakup and responsive amp-pushing use.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Super Apricot OD	Overdrive	Compact BJF-designed overdrive offering articulate gain and dynamic response across a useful low-to-medium gain range.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control (designed by BJF)	Rebel Red Distortion	Distortion	Compact distortion with a focused high-gain response suitable for harder rock and saturated drive.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control	Silver Bee OD	Overdrive	Compact overdrive with a clear, dynamic gain response designed for amp-like breakup and articulate playing.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
One Control	Zephyren - Plexifier	Overdrive / Distortion	British amplifier-style gain pedal covering crunchy overdrive through more saturated distortion.	https://www.effectsdatabase.com/model/onecontrol	INVENTORY
Wilson Effects	4 Knob Fuzz	Fuzz	Expanded four-control fuzz offering broader tonal and gain shaping than a basic three-knob fuzz format.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	5 Knob Fuzz	Fuzz	Expanded five-control fuzz with additional shaping for gain, frequency response and saturated texture.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	BC109 Boost/Overdrive	Boost / Overdrive	Compact boost and overdrive centered on a silicon BC109-style gain character for clean lift through breakup.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Black Tooth Grin	Distortion / Fuzz	Aggressive dirt pedal built for saturated distortion and fuzz textures with a strong heavy-gain character.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	FUBAR Bliss	Fuzz	Buzzaround-style fuzz with a dense, harmonically rich response and interactive controls for shaping saturation.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Fuzz	Fuzz	Tone Bender-inspired fuzz with extensive EQ, gain and compression controls for a wide range of vintage-to-heavy fuzz textures.	https://www.effectsdatabase.com/model/wilson/fuzz	INVENTORY
Wilson Effects	Fuzz Booster	Boost / Fuzz	Boost-and-fuzz combination designed to add gain, volume and saturated upper-harmonic content.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Knuckle Dragger Fuzz	Fuzz	High-gain fuzz designed for thick, abrasive saturation with a forceful attack and dense sustain.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Lotus Drive	Overdrive	Low-to-medium gain overdrive designed for dynamic amplifier-style breakup and tonal flexibility.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Lusus Naturae	Overdrive / Boost	Responsive boost and overdrive pedal built to push an amplifier while adding its own gain coloration.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Orange Blossom	Overdrive	Dynamic overdrive designed for articulate breakup and a broad useful gain range.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Overdrive	Overdrive	General-purpose overdrive pedal designed for responsive amplifier-like breakup and tonal shaping.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Rainbow Drive	Overdrive	Flexible drive pedal offering dynamic overdrive textures with tonal control for shaping the gain response.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Silicon Fuzz	Fuzz	Silicon-based fuzz delivering a tighter, more aggressive saturated character with strong attack and sustain.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Sparkling Blue	Overdrive	Compact overdrive designed around clear, articulate gain and a responsive amplifier-push character.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Stoned Grasshopper	Fuzz / Distortion	High-gain dirt pedal combining fuzz and distortion textures with a saturated, aggressive response.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Ultimate Overdrive	Overdrive / Distortion	Versatile drive pedal covering lower-gain overdrive through thicker distortion with flexible tonal shaping.	https://www.effectsdatabase.com/model/wilson	INVENTORY
Wilson Effects	Uber FUBAR Bliss	Fuzz	Expanded high-gain Buzzaround-family fuzz designed for dense, aggressive and harmonically complex saturation.	https://www.effectsdatabase.com/model/wilson	INVENTORY
