builder	model	category	light_description	photo_source	status
A.Y.A	Frontgate Bass Drive	Overdrive	Bass-oriented drive designed to add controlled gain while retaining low-frequency weight and clarity.	https://www.effectsdatabase.com/model/aya	INVENTORY
A.Y.A	Megalith Gamma	Distortion	High-gain distortion built for dense, aggressive riffing and saturated lead sounds.	https://www.effectsdatabase.com/model/aya	INVENTORY
A.Y.A	R-Comp	Overdrive / Compressor	Gain and dynamics pedal combining compression with overdrive-style saturation.	https://www.effectsdatabase.com/model/aya	INVENTORY
A.Y.A	Mokohama	Overdrive	Amp-like drive pedal designed for responsive low-to-medium gain sounds.	https://www.effectsdatabase.com/model/aya	INVENTORY
A/DA	APP-1 Pedal Preamp with D-Torsion Core	Distortion / Preamp	Preamp and distortion unit centered on a dedicated D-Torsion distortion stage for flexible gain shaping.	https://www.effectsdatabase.com/model/ada	INVENTORY
Alexander Pedals	Defender - Stargate Drive	Overdrive / Distortion	Multi-mode drive/distortion voiced for broad gain coverage and flexible shaping.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Radical Delay II+	Boundary: not dirt	Non-dirt effect; retained here only as a rejected catalog example and should not enter the public dirt inventory.	https://www.effectsdatabase.com/model/alexander	EXCLUDE_NON_DIRT
AnalogWise Pedals	The Driver mk III	Overdrive / Distortion	Compact gain pedal spanning transparent drive and more assertive distorted textures.	https://www.effectsdatabase.com/model/analogwise/the-driver-mk-iii	INVENTORY
Ananashead FX	Tweed Drive	Overdrive	Amp-inspired overdrive built around the feel and response of a pushed tweed-style amplifier.	https://www.effectsdatabase.com/model/ananashead	INVENTORY
Anarchy Audio Australia	Deadwoods - Chainsaw Fuzz	Fuzz	Aggressive fuzz with a chainsaw-like, cutting character suited to heavily driven guitar textures.	https://www.effectsdatabase.com/model/anarchy-audio-australia	INVENTORY
Asheville Guitar Pedals	308 Distortion	Distortion	Compact RAT-inspired distortion using an LM308-style core for raw, powerful classic distortion tones.	https://www.effectsdatabase.com/model/ashevillegp/308distortion	INVENTORY
Asheville Guitar Pedals	Fuzz Driver	Fuzz / Overdrive	Gain pedal combining fuzzy saturation with more focused driven tones.	https://www.effectsdatabase.com/model/ashevillegp/fuzzdriver	INVENTORY
Asheville Guitar Pedals	Purr Machine	Distortion	Versatile high-output distortion inspired by the Acapulco Gold, with added gain and EQ control.	https://www.effectsdatabase.com/model/ashevillegp/purrmachine	INVENTORY
Azor	AP-501 Cattle Fuzz	Fuzz	Compact budget fuzz pedal designed for saturated guitar tones.	https://www.effectsdatabase.com/model/azor/zodiac	INVENTORY
Azor	AP-502 Tiger Overdrive	Overdrive	Compact overdrive for increasing gain, breakup and sustain.	https://www.effectsdatabase.com/model/azor/zodiac	INVENTORY
Azor	AP-503 Monkey Leon Drive	Overdrive	Compact drive pedal covering responsive low-to-medium gain saturation.	https://www.effectsdatabase.com/model/azor/zodiac	INVENTORY
Azor	AP-504 Horse Overdrive	Overdrive	Wide-range overdrive intended to cover clean boost through stronger driven tones.	https://www.effectsdatabase.com/model/azor/zodiac	INVENTORY
Azor	AP-505 Chicken Overdrive	Overdrive	Wide-range overdrive with Gain, Treble, Volume and Bass controls, moving from barely-there boost toward subtle fuzz.	https://www.effectsdatabase.com/model/azor/zodiac/ap505	INVENTORY
Azor	AP-506 Snake Distortion	Distortion	Compact distortion designed for stronger saturation and classic rock-style gain.	https://www.effectsdatabase.com/model/azor/zodiac	INVENTORY
Azor	AP-507 Dog Distortion	Distortion	Compact high-gain distortion aimed at heavier guitar tones.	https://www.effectsdatabase.com/model/azor/zodiac	INVENTORY
Azor	AP-302 Distortion	Distortion	Mini-format vintage-style distortion covering tones from just above overdrive through crunchy saturated distortion.	https://www.effectsdatabase.com/model/azor/mini/ap319	INVENTORY
Azor	AP-303 Fuzz	Fuzz	Mini-format fuzz pedal for saturated and classic fuzz textures.	https://www.effectsdatabase.com/model/azor/mini	INVENTORY
Azor	AP-308 Overdrive	Overdrive	Mini-format overdrive intended for compact pedalboards and straightforward gain shaping.	https://www.effectsdatabase.com/model/azor/mini	INVENTORY
Azor	AP-310 Vintage Fuzz	Fuzz	Compact vintage-oriented fuzz for classic saturated guitar tones.	https://www.effectsdatabase.com/model/azor/mini	INVENTORY
Azor	AP-316 Leon Drive - Ultimate Overdrive	Overdrive	Compact overdrive designed as an expanded Leon-style drive voice.	https://www.effectsdatabase.com/model/azor/mini	INVENTORY
Browne Amplification	Alkene - Nashville Drive	Overdrive	Nashville-style overdrive voiced for articulate, musical gain and clear note separation.	https://www.effectsdatabase.com/model/browne	INVENTORY
Browne Amplification	Atom - Nashville Drive	Overdrive	Nashville-oriented overdrive designed for articulate low-to-medium gain tones.	https://www.effectsdatabase.com/model/browne	INVENTORY
Browne Amplification	Carbon X - Dual Overdrive	Overdrive	Dual-channel overdrive combining complementary low-to-medium gain drive voices.	https://www.effectsdatabase.com/model/browne	INVENTORY
Browne Amplification	Ethane - Dual Overdrive	Overdrive	Two-channel drive designed to provide complementary gain textures and stacking options.	https://www.effectsdatabase.com/model/browne	INVENTORY
Browne Amplification	Gritador Overdrive	Overdrive	Tube Screamer-derived overdrive with a more nuanced midrange, fuller low end and slightly less symmetrical clipping.	https://www.effectsdatabase.com/model/browne/gritador	INVENTORY
Browne Amplification	T4 Fuzz	Fuzz	Four-transistor fuzz with flattened mids and smoother gain, retaining strong saturation while improving mix clarity.	https://www.effectsdatabase.com/model/browne/t4	INVENTORY
Browne Amplification	The Carbon	Overdrive	Modified Bluesbreaker-style overdrive intended for light drive, stacking and amp-like response.	https://www.effectsdatabase.com/model/browne	INVENTORY
Browne Amplification	The Protein	Overdrive	Dual overdrive combining a Mayer-style blue voice with a Nashville-inspired green voice.	https://www.effectsdatabase.com/model/browne/protein	INVENTORY
Browne Amplification	The Protein v2	Overdrive	Revised dual overdrive retaining the complementary blue and green drive voices with updated hardware and controls.	https://www.effectsdatabase.com/model/browne/protein/v2	INVENTORY
Browne Amplification	The Protein v3	Overdrive	Third-generation dual overdrive built around complementary blue and green amp-inspired gain voices.	https://www.effectsdatabase.com/model/browne/protein/v3	INVENTORY
Browne Amplification	The Protein v4	Overdrive	Fourth-generation dual overdrive with two classic drive textures, including a Nashville-style green side and modified Bluesbreaker-style Carbon side.	https://www.effectsdatabase.com/model/browne/protein/v4	INVENTORY
Blue Colander Stompboxes	Fuzz Sustainer	Fuzz	High-gain, raw fuzz with a grainy old-school character and unusual crackling behavior when the instrument is muted.	https://www.effectsdatabase.com/model/bluecolander/fuzzsustainer	INVENTORY
Blue Colander Stompboxes	Tremond Mini	Distortion / Overdrive	Rodent-style distortion combining creamy mids and tight attack with selectable clipping voices and blend-oriented control.	https://www.effectsdatabase.com/model/bluecolander/tremond/mini	INVENTORY
Barber Electronics	Barber L.T.D.	Overdrive	Low-gain overdrive designed for clear, harmonically rich drive while preserving complex chord definition.	https://www.effectsdatabase.com/model/barber/ltd	INVENTORY
Barber Electronics	Gain-Changer	Overdrive / Distortion	Compact gain pedal spanning very low-gain overdrive through more heavily driven harmonic distortion with multiple EQ and clipping options.	https://www.effectsdatabase.com/model/barber/gainchanger	INVENTORY
Barber Electronics	Trifecta	Fuzz	Multi-voice fuzz using three classic fuzz-inspired voicings, with bass shaping and selectable EQ character.	https://www.effectsdatabase.com/model/barber/trifecta	INVENTORY
Barber Electronics	Exacta - Fuzz	Fuzz	Versatile fuzz combining Triangle- and Jumbo Tonebender-style voices with additional EQ and bass-shaping options.	https://www.effectsdatabase.com/model/barber/exacta	INVENTORY
Barber Electronics	Burn Unit	Overdrive / Distortion	Flexible gain pedal covering clean boost, overdrive and distortion with emphasis on attack, note definition and harmonic richness.	https://www.effectsdatabase.com/model/barber/burnunit	INVENTORY
Caroline Guitar Company	Wave Cannon	Overdrive / Distortion	Booster, overdrive and distortion pedal designed for dynamic, responsive and powerful gain tones.	https://www.effectsdatabase.com/model/caroline/wavecannon	INVENTORY
Caroline Guitar Company	Wave Cannon Zero	Overdrive / Distortion	Reimagined drivestortion pedal covering gritty overdrive through saturated, high-gain distortion.	https://www.effectsdatabase.com/model/caroline/wavecannon/zero	INVENTORY
Caroline Guitar Company	The Blues	Overdrive	Straightforward overdrive ranging from transparent always-on light drive to rougher raw gain, with a touch of fuzz character available at the extremes.	https://www.effectsdatabase.com/model/caroline/blues	INVENTORY
Crowther Audio	Standard Hotcake mkII	Overdrive / Distortion	Classic drive pedal capable of clean boost, open overdrive and thicker saturated distortion while retaining dynamic response and chord clarity.	https://www.effectsdatabase.com/model/crowther/hotcake	INVENTORY
Crowther Audio	Prunes & Custard	Distortion	Two-stage preamp and waveshaping distortion producing strong harmonic overtones and increasingly complex distortion as drive rises.	https://www.effectsdatabase.com/model/crowther/prunescustard	INVENTORY
Catalinbread	Antichthon	Fuzz / Tremolo	Otherworldly fuzz tremolo that uses the guitar volume control to move among dynamic fuzz, tone-generation and harmonic fuzz-drive textures.	https://www.effectsdatabase.com/model/catalinbread/antichthon	INVENTORY
Catalinbread	Antichthon Deluxe	Fuzz / Distortion	Expanded performance version of the Antichthon concept, combining oscillating fuzz with broader sound-design control and feedback-driven textures.	https://www.effectsdatabase.com/model/catalinbread/antichton/deluxe	INVENTORY
Catalinbread	Carbide	Distortion	Pulverizing distortion built around the aggressive chainsaw character associated with heavily boosted HM-2-style frequency emphasis.	https://www.effectsdatabase.com/model/catalinbread/carbide	INVENTORY
Catalinbread	CB Distortion	Distortion	Minimalist one-knob-style distortion built for straightforward gritty gain.	https://www.effectsdatabase.com/model/catalinbread/cb/distortion	INVENTORY
Catalinbread	CB Fuzz	Fuzz	Minimalist fuzz focused on direct, gritty fuzz textures with simple control.	https://www.effectsdatabase.com/model/catalinbread/cb/fuzz	INVENTORY
Catalinbread	CB Overdrive	Overdrive	Minimalist overdrive designed to provide refined gritty cranked-amplifier tones at manageable volume.	https://www.effectsdatabase.com/model/catalinbread/cb/overdrive	INVENTORY
Catalinbread	Clean Little Secret	Overdrive	Low-gain overdrive built around an amp-like response with transparent, touch-sensitive breakup.	https://www.effectsdatabase.com/model/catalinbread/cleanlittlesecret	INVENTORY
Catalinbread	Dirty Little Secret	Overdrive / Distortion	Marshall-style amp-in-a-box drive designed to recreate the feel and gain of a cranked British amplifier.	https://www.effectsdatabase.com/model/catalinbread/dirtylittlesecret	INVENTORY
Catalinbread	Formula No. 55	Overdrive	Foundation overdrive inspired by a 5E3 Tweed Deluxe, aimed at touch-sensitive, amp-like breakup.	https://www.effectsdatabase.com/model/catalinbread/formula55	INVENTORY
Catalinbread	Fuzzrite	Fuzz	Raw, splatty 1960s-style fuzz reproduction associated with the classic Fuzzrite sound and available in germanium and silicon-oriented forms.	https://www.effectsdatabase.com/model/catalinbread/fuzzrite	INVENTORY
Catalinbread	Fuzzrite Mini	Fuzz	Compact modern Fuzzrite recreation delivering aggressive, raw vintage fuzz character.	https://www.effectsdatabase.com/model/catalinbread/fuzzrite/mini	INVENTORY
Catalinbread	Giygas	Fuzz / EQ	Powerful fuzz with a strong, sustaining core followed by active mid and tilt EQ, capable of aggressive fuzz and heavily sculpted tones.	https://www.effectsdatabase.com/model/catalinbread/giygas	INVENTORY
Catalinbread	Giygas 2K	Fuzz	Streamlined two-knob Muff-inspired fuzz designed for punchy, dynamic saturation without the traditional mid-scooping tone stage.	https://www.effectsdatabase.com/model/catalinbread/giygas/2k	INVENTORY
Catalinbread	Karma Suture (Germanium)	Fuzz	Harmonic fuzz with complex, asymmetric response and expressive clipping behavior.	https://www.effectsdatabase.com/model/catalinbread/karma-suture	INVENTORY
Catalinbread	Karma Suture (Silicon)	Fuzz	Silicon-voiced harmonic fuzz with a broad range from driven textures to intense saturated fuzz.	https://www.effectsdatabase.com/model/catalinbread/karma-suture	INVENTORY
Catalinbread	Katzenkönig	Distortion / Fuzz	High-gain dirt combining elements of classic Tone Bender and RAT-style distortion character.	https://www.effectsdatabase.com/model/catalinbread/katzenkonig	INVENTORY
Catalinbread	Manx Loaghtan Fuzz	Fuzz	Vintage-inspired fuzz with thick, woolly saturation and strong sustain.	https://www.effectsdatabase.com/model/catalinbread/manxloaghtan	INVENTORY
Catalinbread	Merkin	Fuzz	Fuzz pedal built for thick, aggressive saturation with a distinctive midrange character.	https://www.effectsdatabase.com/model/catalinbread/merkin	INVENTORY
Catalinbread	Naga Viper	Overdrive / Boost	Treble-boost-inspired drive with extra gain and body for pushing an amplifier into stronger breakup.	https://www.effectsdatabase.com/model/catalinbread/nagaviper	INVENTORY
Catalinbread	Naga Viper MkII	Overdrive / Boost	Expanded Naga Viper drive voice offering treble-boost-style gain with broader tonal shaping.	https://www.effectsdatabase.com/model/catalinbread/nagaviper/mkii	INVENTORY
Catalinbread	Octapussy	Fuzz / Octave	Octave-fuzz pedal combining aggressive fuzz saturation with an upper-octave voice.	https://www.effectsdatabase.com/model/catalinbread/octapussy	INVENTORY
Catalinbread	Perseus	Fuzz / Sub-Octave	Heavy fuzz with a sub-octave voice for huge low-end, synth-like and crushing textures.	https://www.effectsdatabase.com/model/catalinbread/perseus	INVENTORY
Catalinbread	Sabbra Cadabra	Overdrive / Distortion	High-gain amp-style overdrive inspired by early heavy British amplification, designed for thick, biting riff and lead tones.	https://www.effectsdatabase.com/model/catalinbread/sabbracadabra	INVENTORY
Catalinbread	SFT	Overdrive / Distortion	Amp-inspired drive covering low-gain breakup through aggressive, compressed high-gain textures with strong low-end control.	https://www.effectsdatabase.com/model/catalinbread/sft	INVENTORY
Catalinbread	SideArm Overdrive	Overdrive	Overdrive focused on articulate, amp-like gain with flexible shaping for different guitar and amplifier combinations.	https://www.effectsdatabase.com/model/catalinbread/sidearm	INVENTORY
Catalinbread	Silver Kiss	Overdrive / Distortion	Flexible gain pedal moving from open overdrive toward more saturated distortion with active shaping.	https://www.effectsdatabase.com/model/catalinbread/silverkiss	INVENTORY
Catalinbread	Serrano Picoso	Boost / Overdrive	Compact boost designed to push an amplifier harder and add focused harmonic drive.	https://www.effectsdatabase.com/model/catalinbread/serranopicoso	INVENTORY
