name	entity_type	region	era_bucket	dirt_evidence	research_status	source_refs	notes
Delcam Audio	Builder	Spain	2010s	California Doom; Mr Fox MK2 Octave Fuzz; Nameless King	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-spanish-guitar-pedals-and-pedal-builders	Amp builder with distinct pedal range.
Faustone	Builder	Spain	2000s-2010s	Fuzz Unit; Valve Klipper MKII Tube Distortion	DISCOVERED	https://www.guitarpedalx.com/news/best-of-spanish-guitar-pedals-and-pedal-builders	Long-running but semi-active/limited builder; catalog likely small.
LME Pedals	Builder / mod shop	Spain	2010s	Civil War Distortion; EvOverdrive; Ratpac Distortion	DISCOVERED	https://www.guitarpedalx.com/news/best-of-spanish-guitar-pedals-and-pedal-builders	Separate own-line products from modifications.
Manlay Sound	Builder	Spain	2010s	66 Bender; Aladdin Silicon Fuzz; Baby Face; MK3 Fuzz; Super-Bender	DISCOVERED	https://www.guitarpedalx.com/news/best-of-spanish-guitar-pedals-and-pedal-builders	High-value Spanish vintage-style builder.
Massive Unity	Builder	Spain / UK	2010s-present	1964 TAE PreAmp; Dirty Boy TAE PreAmp	DISCOVERED	https://www.guitarpedalx.com/news/best-of-spanish-guitar-pedals-and-pedal-builders	Cross-border lineage; preserve geographic/ownership ambiguity until primary source verification.
Servus! Pedale	Builder	Spain / Germany	2010s-present	GLAM programmable high-gain distortion; Roots Overdrive	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-spanish-guitar-pedals-and-pedal-builders	Builder associated with Javier Rubio; maintain Spain/Germany relationship in entity record.
Vie Pedals	Builder	Spain	2010s	Punch Drunk Germanium Fuzz; Bee Sting Distortion; Uppercut Overdrive	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-spanish-guitar-pedals-and-pedal-builders	Spanish boutique builder.
AnalogWise Pedals	Builder	Poland	2010s	Pocket Rocket Germanium Boost/Overdrive/Fuzz; historic germanium drives	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-polish-guitar-pedals-and-pedal-builders	Polish germanium specialist; catalog census needed.
Chaos FX / Chaos Custom Shop	Builder	Poland	2010s	Bad Bass Distortion; Fire Box Overdrive; Fuzz Machine; X.Drive Distortion	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-polish-guitar-pedals-and-pedal-builders	Broad Polish builder; high-priority catalog target.
Exar Electronix	Builder	Poland	2000s-2010s	SF-04 Super Fuzz; Series 1-5 drive/distortion lineage	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-polish-guitar-pedals-and-pedal-builders	Defunct Polish brand with historical importance; catalog census likely valuable.
Fuzzey Electronics	Builder	Poland	2010s	Fuzz Facin' Silicon Fuzz; Ice Cream Overdrive	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-polish-guitar-pedals-and-pedal-builders	Small Polish boutique maker.
Jean-Paul Electronics	Builder	Poland	2010s	808T'S Overdrive; Fuzz Workshop; Ultima Octave Fuzz; Z.X. Overdrive	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-polish-guitar-pedals-and-pedal-builders	Broad Polish builder; enumerate complete catalog.
LongAmp	Builder	Poland	2010s	Bear's Blare Overdrive; Majesty Overdrive; Pink Alpaca; Ultra Dist; Octavius Octave Fuzz	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-polish-guitar-pedals-and-pedal-builders	Active/defunct-status and full catalog need verification.
MLC / Mark L Custom Guitar Amplifiers	Builder	Poland	2010s	Drive and Fuzz pedal range; Vanilla Sky Overdrive	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-polish-guitar-pedals-and-pedal-builders	Amp builder with distinct pedal line.
Occvlt Pedals	Builder	Poland	2010s	Amethyst Dope Fuzz; Bass Dope; Filthy 308 Distortion; Vintage Octave Fuzz	DISCOVERED	https://www.guitarpedalx.com/news/gpx-blog/best-of-polish-guitar-pedals-and-pedal-builders	Boutique builder; catalog census needed.
Pue	Brand / builder candidate	Poland	2000s-2010s	Drive/fuzz effects	CENSUS_ONLY	https://www.guitarpedalx.com/news/gpx-blog/best-of-polish-guitar-pedals-and-pedal-builders	Defunct/candidate entity; verify whether independent manufacturer or label.
Visar	Brand / builder candidate	Poland	2000s-2010s	Effects pedals	CENSUS_ONLY	https://www.guitarpedalx.com/news/gpx-blog/best-of-polish-guitar-pedals-and-pedal-builders	Defunct candidate; manufacturer attribution needed.
