builder	model	category	light_description	photo_source	status
Black Cat	Super Fuzz	Fuzz	Classic-style fuzz offering strong sustain, dense harmonic content and a saturated vintage character.	https://www.effectsdatabase.com/model/blackcat	INVENTORY
Black Cat	The Ferritt	Fuzz / Distortion	Aggressive dirt pedal combining thick fuzz and distortion textures with a hard-edged response.	https://www.effectsdatabase.com/model/blackcat	INVENTORY
Black Cat	Wee Buzz	Fuzz	Compact fuzz with a buzzy, saturated character and strong vintage-style harmonic texture.	https://www.effectsdatabase.com/model/blackcat	INVENTORY
Alexander Pedals	Clang - Championship Edition Overdrive	Overdrive	Digital overdrive with a clear, articulate gain response designed to move from transparent drive into grit.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Defender - Stargate Drive	Overdrive / Distortion / Fuzz	Programmable digital dirt platform offering separate overdrive, distortion and fuzz modes with blend and optional octave/filter processing.	https://www.effectsdatabase.com/model/alexander/defender	INVENTORY
Alexander Pedals	Hot Pink Drive	Overdrive	Compact boutique overdrive aimed at responsive, amplifier-like drive with a warm, focused gain character.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Jubilee - Silver Overdrive	Overdrive	Silver-voiced overdrive designed for smooth amplifier-style breakup and more saturated lead gain.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Litho Boost	Boost / Overdrive	Clean-to-driven boost designed to raise signal level while adding useful harmonic gain into an amplifier or pedal chain.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Princess Clang - Royal Overdrive	Overdrive	Boutique overdrive derived from the Clang family, emphasizing articulate, dynamic gain and amp-pushing response.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Radiacmeter Dist-O-Drive	Overdrive / Distortion	Combined overdrive and distortion pedal offering a broad gain range from lower-drive textures into saturated distortion.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	Riff - Instant Tone Sanitizer	Distortion	Compact distortion designed for fast, forceful gain shaping and a direct saturated response.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Alexander Pedals	RaPURRael - Ninja Cat Drive	Drive	Special-edition Ninja Cat drive pedal from the Alexander Pedals collaboration series, covering amplifier-style gain and saturated drive.	https://www.effectsdatabase.com/model/alexander	INVENTORY
Anarchy Audio Australia	Baa Bzz	Fuzz	Updated fuzz design based around the fuzz section of the classic Bee Baa, delivering thick and aggressive vintage-style fuzz.	https://www.effectsdatabase.com/model/anarchyaudio/baabzz	INVENTORY
Anarchy Audio Australia	Deadwoods - Chainsaw Fuzz	Fuzz / Distortion	Chainsaw-style fuzz combining HM-2 and FY-2-inspired gain characteristics with active EQ for aggressive guitar and bass textures.	https://www.effectsdatabase.com/model/anarchyaudio/deadwoods	INVENTORY
Anarchy Audio Australia	Sentinel	Octave Fuzz / Boost	Aggressive Superfuzz-derived octave fuzz with upper-mid emphasis, variable gain and adjustable octave intensity.	https://www.effectsdatabase.com/model/anarchyaudio/sentinel	INVENTORY
Adventure Audio	Glacial Zenith	Boost / Overdrive / Distortion / Fuzz	Multi-stage gain pedal combining independent boost and overdrive sections with flexible routing and low-end voicing, spanning transparent drive through square-wave fuzz.	https://www.effectsdatabase.com/model/adventure/glacialzenith	INVENTORY
Adventure Audio	Dream Reaper	Fuzz / Modulation	Experimental fuzz and feedback device built for unstable, self-generating and heavily saturated textures.	https://www.effectsdatabase.com/model/adventure	INVENTORY
Lateral Phonics	Deadman Fuzz	Fuzz / Overdrive	Hybrid germanium/silicon fuzz with long sustain, large gain range and responsive guitar-volume cleanup, moving into overdrive around lower gain settings.	https://www.effectsdatabase.com/model/lateralphonics/deadmanfuzz	INVENTORY
Lateral Phonics	Marrakesh Preamp Drive	Boost / Overdrive / Fuzz	Console-inspired preamp and dirt pedal capable of boost, preamp, overdrive and fuzz, with active bass and treble shaping and selectable headroom behavior.	https://www.effectsdatabase.com/model/lateralphonics/marrakesh	INVENTORY
Casimir Effects Pedals	Entropy Fuzz	Fuzz	Hand-built fuzz with strong touch and guitar-volume sensitivity, ranging from defined growl to thick wall-of-fuzz saturation.	https://www.effectsdatabase.com/model/casimir/entropy	INVENTORY
Casimir Effects Pedals	Dark Energy	Treble / Mid Boost	Treble- and mid-focused boost designed to add concentrated gain and amplifier push.	https://www.effectsdatabase.com/model/casimir	INVENTORY
Casimir Effects Pedals	Vacuum Energy	Treble Boost	Boutique treble booster designed to emphasize upper-frequency gain and drive a following amplifier or dirt stage.	https://www.effectsdatabase.com/model/casimir	INVENTORY
Gigagain Audio	GP01 Superkick	Boost	Transparent analog booster designed to raise signal level while preserving the source tone and playing dynamics.	https://www.effectsdatabase.com/model/gigagain/gp01	INVENTORY
Gigagain Audio	GP02 Blue Giant	Overdrive	Low-gain analog overdrive positioned between a transparent boost and classic overdrive, emphasizing gradual amplifier-like clipping.	https://www.effectsdatabase.com/model/gigagain/gp02	INVENTORY
Gigagain Audio	GP03 Gainster	Distortion / Preamp	Analog high-gain preamp/distortion with two switchable channels and three-band EQ for heavy, saturated gain.	https://www.effectsdatabase.com/model/gigagain/gp03	INVENTORY
Gigagain Audio	GP04 Giga Screamer	Overdrive	TS-style overdrive with a familiar mid-focused response for boost, crunch and lead gain.	https://www.effectsdatabase.com/model/gigagain	INVENTORY
Gigagain Audio	GP05 Golden Legacy	Distortion	Analog Marshall-style distortion with Vintage and Modern voices ranging from gritty classic gain to tighter high-gain crunch.	https://www.effectsdatabase.com/model/gigagain/gp05	INVENTORY
Gigagain Audio	GP06 Silver Legacy	Overdrive	Analog D-style overdrive with switchable ODS and SSS voicings covering smooth driven tones through high-headroom low-gain response.	https://www.effectsdatabase.com/model/gigagain/gp06	INVENTORY
Deep Space Devices	DDUUSSTT	Fuzz / Delay	Dual-stage delay and fuzz device combining cascading playback stages with momentary looping, pitch manipulation and abrasive noise textures.	https://www.effectsdatabase.com/model/deepspace/dduusstt	INVENTORY
Deep Space Devices	Tarnished	Octave Drive / Filter	Parallel octave-drive pedal combining drive, octave generation and dual filtering for layered and blended dirt textures.	https://www.effectsdatabase.com/model/deepspace/tarnished	INVENTORY
Deep Space Devices	Resurrector	Distortion / Fuzz	Parallel distortion blending HM-2-inspired and RAT-inspired gain circuits for hybrid chainsaw and focused distortion textures.	https://www.effectsdatabase.com/model/deepspace/resurrector	INVENTORY
Buzzing Bugs Audio Devices	Bolster	Fuzz	Dual-channel hand-built fuzz combining silicon transistor and op-amp stages, ranging from vintage-inspired fuzz to gated and synth-like saturation.	https://www.effectsdatabase.com/model/buzzingbugs/bolster	INVENTORY
Crushsound	Farmer's Mill	Distortion / Fuzz / Lo-Fi	Experimental handmade dirt device that deliberately degrades, crushes and fragments the signal, ranging from subtle lo-fi breakup to heavily disrupted distortion textures.	https://www.effectsdatabase.com/model/crushsound/farmersmill	INVENTORY
Browntone Electronics	Hoochee-Mama	Overdrive	Boutique overdrive centered on a responsive amplifier-style gain character.	https://www.effectsdatabase.com/model/browntone/hoocheemama	INVENTORY
ColdCraft Effects	Black Dynamite	Distortion	Boutique distortion designed for saturated, forceful gain with a heavy amplifier-style character.	https://www.effectsdatabase.com/model/coldcraft	INVENTORY
ColdCraft Effects	FetBender MkII	Fuzz	FET-based Bender-style fuzz offering thick harmonic saturation and vintage-inspired gain response.	https://www.effectsdatabase.com/model/coldcraft	INVENTORY
ColdCraft Effects	Fiesta Fuzz	Fuzz	Compact fuzz with an aggressive, saturated character and strong harmonic texture.	https://www.effectsdatabase.com/model/coldcraft	INVENTORY
