Builder,Pedal,Type
Caline,CP-53 Fuzzy Faace - Voodoo Octave,Fuzz
Caline,CP-54 The Big Orange - Crushing Overdrive,Overdrive
Caline,CP-56 Midlander / The Mayday - AC Tone,Overdrive
Caline,CP-65 Bass Over Drive,Overdrive
Caline,CP-68 Distortion + Delay,Distortion
Caline,CP-69 High Peak Distortion,Distortion
Caline,CP-70 High Chief - Crushing Overdrive,Overdrive
Caline,CP-74 Action Replay - Dyna Red Distortion,Distortion
Caline,CP-75 Emerald Night - Overdrive,Overdrive
Caline,CP-76 Captain Silver Overdrive,Overdrive
Caline,CP-77 Bounty Hunter - Heavy Metal,Distortion
Caline,CP-78 Red Thorn Distortion,Distortion
Caline,CP-79 Wolf Pack / King Of Ga-Ga - Boost/Overdrive,Overdrive
Caline,CP-82 The Broadsword Bass Fuzz + Boost,Fuzz
Caline,CP-84 Honeycomb Tone - Overdrive,Overdrive
Caline,CP-99 Medusa - Overdrive,Overdrive
Caline,DCP-02 Brutus,Overdrive
Caline,DCP-02 Brutus,Distortion
Caline,DCP-04 Easy Driver,Distortion
Caline,DCP-05 Key West,Overdrive
Caline,DCP-06 Sundance Special,Overdrive
Caline,DCP-07 Brigade,Overdrive
Caline,DCP-08 Nightwolf,Overdrive
Caline,DCP-08 Nightwolf,Fuzz
Caline,DCP-09 Tiger Shark,Distortion
Caline,DCP-11 Andes,Overdrive
Caline,CP-501 Osmium - High-Gain Distortion,Distortion
Caline,CP-501S Sathanas Distortion,Distortion
Caline,CP-502 Mellow Drive,Overdrive
Caline,CP-503 Queen Bee Overdrive,Overdrive
Caline,CP-504 M:Fuzz,Fuzz
Caline,CP-509 Stack Attack - Preamp Overdrive & Compressor,Overdrive
Caline,CP-510 Jaguar - Classic High Gain Distortion,Distortion
Caline,CP-511 Enchanted Tone - Highly Prized Overdrive,Overdrive
Caline,CP-515 Carmilla - Hi Gain Distortion Machine,Distortion
Caline,CP-516 Orange Burst,Fuzz
Caline,G-001 Tiger Eye Distortion,Distortion
Caline,G-002 Green Mamba Overdrive,Overdrive
Caline,G-014 Nasty Bear Fuzz,Fuzz
Camuro,Baci Overdrive/Distortion,Overdrive
Camuro,Baci Overdrive/Distortion,Distortion
Camuro,Caboolture Twin-Stage Overdrive,Overdrive
Camuro,FAT BABY Preamp/Overdrive,Overdrive
Camuro,Naturale,Overdrive
Camuro,Fuzz Rosso,Fuzz
Camuro,Naked Machine,Overdrive
Camuro,Naked Machine,Distortion
Camuro,hachi “8” Classic Modern Fuzz/Bosster,Fuzz
Century,Century SHM-8 Heavy Metal,Distortion
Century,Century SDI-1 Distortion,Distortion
César Diaz,Diaz Texas Square Face,Fuzz
ChadderBox Effects,Loud/Louder,Overdrive
ChadderBox Effects,Loud/Louder,Distortion
Champion City Effects,Cosmic Owl,Distortion
Champion City Effects,Cosmonaut,Distortion
Champion City Effects,El Gato Malo,Distortion
Champion City Effects,Ezekiel,Fuzz
Champion City Effects,Ezekiel,Overdrive
Champion City Effects,Ezekiel,Distortion
Champion City Effects,Mjolnir Heavy Distortion,Distortion
Champion Leccy,The Dunsh,Fuzz
Champion Leccy,The Dunsh,Distortion
Champion Leccy,The Gett,Fuzz
Champion Leccy,Evil Twin,Distortion
Champion Leccy,Evil Twin,Fuzz
Champion Leccy,Canny Fettle Boost,Overdrive
Champion Leccy,Canny Fettle Boost,Distortion
Champion Leccy,The Divvy,Fuzz
Champion Leccy,The Divvy,Overdrive
Ceriatone,Centura Professional Overdrive,Overdrive
Ceriatone,Horse Breaker,Overdrive
Chase Tone,Fuzz Fella Blue BC108C,Fuzz
Chase Tone,Fuzz Fella Blue BC108C,Overdrive
Chase Tone,Blue Stardust BC108 Silicon Fuzz,Fuzz
Chase Tone,Blue Stardust BC108 Silicon Fuzz,Overdrive
Chase Tone,Purple Stardust Hi-Octave Fuzz,Fuzz
Chicago Iron,Octavian,Fuzz
Cicognani Engineering,Double Decker,Overdrive
Cicognani Engineering,Speciale DD 1959,Overdrive
Cicognani Engineering,Triple Decker,Overdrive
CKK Electronic,Gambler,Overdrive
CKK Electronic,Royal Fuzz,Fuzz
CMAT Mods,Brownie,Distortion
CMAT Mods,Black Plague,Distortion
CMAT Mods,Ratified,Distortion
CMAT Mods,Signa Drive,Overdrive
CMAT Mods,Super Signa Drive,Overdrive
CMAT Mods,Butah,Overdrive
CMAT Mods,Tube Slammer,Overdrive
Coda Effects,Black Hole,Distortion
Coda Effects,Dolmen Fuzz,Fuzz
Coffee Shop Pedals,Portafilter Dual Overdrive,Overdrive
Coffee Shop Pedals,Affogato Fuzz,Fuzz
Coffee Shop Pedals,Donut Hole Overdrive,Overdrive
Collision Devices,TARS,Fuzz
Collision Devices,TARS,Distortion
Collision Devices,Snack Fuzz,Fuzz
Collision Devices,Snack Fuzz,Distortion
Collision Devices,Singularity,Fuzz
Collision Devices,Singularity,Distortion
Collision Devices,Black Hole Symmetry,Fuzz
Cornerstone Music Gear,Centurio,Overdrive
Cornerstone Music Gear,Colosseum,Overdrive
Cornerstone Music Gear,Nero,Fuzz
Cornerstone Music Gear,Nero,Overdrive
Cornerstone Music Gear,Antique V3,Overdrive
Cornerstone Music Gear,Imperium V2,Overdrive
Cornerstone Music Gear,Gladio SC,Overdrive
Crowther Audio,Hot Cake,Overdrive
Cusack Music,Carolina Reaper,Overdrive
Cusack Music,Carolina Reaper,Fuzz
Cusack Music,Screamer V2,Overdrive
Cusack Music,Screamer Fuzz V3,Overdrive
Cusack Music,Screamer Fuzz V3,Fuzz
Cusack Music,Screamer Fuzz Germanium,Overdrive
Cusack Music,Screamer Fuzz Germanium,Fuzz
Cusack Music,Screamer Bass Fuzz,Overdrive
Cusack Music,Screamer Bass Fuzz,Fuzz
CUVAVE / M-VAVE,DIST British,Distortion
CUVAVE / M-VAVE,Distortion SC1,Distortion
CUVAVE / M-VAVE,FUZZ,Fuzz
CUVAVE / M-VAVE,Overdrive Blues,Overdrive
CUVAVE / M-VAVE,Overdrive TS,Overdrive
CUVAVE / M-VAVE,Overdrive DB,Overdrive
CUVAVE / M-VAVE,Overdrive AMP,Overdrive
CUVAVE / M-VAVE,DIST-MT1,Distortion
COG Effects,Darklighter,Overdrive
COG Effects,Dual Knightfall,Distortion
COG Effects,Grand Tarkin Bass Fuzz,Fuzz
COG Effects,Grand Tarkin Mk2,Fuzz
COG Effects,Knightfall,Distortion
COG Effects,Knightfall 66,Overdrive
COG Effects,Mini 66 Bass Overdrive,Overdrive
COG Effects,Rogue One Fuzz Octave,Fuzz
COG Effects,Tarkin Fuzz,Fuzz
COG Effects,Tarkin Mk2,Fuzz
COG Effects,TK-421 Distortion,Distortion
COG Effects,TK-421-X Bass Distortion,Distortion
COG Effects,Wet Nuns Fuzz,Fuzz
Carcharias Effects,Uncle 125 Bass Overdrive,Overdrive
Chaos Custom Shop / Chaos FX,C.Drive,Overdrive
Chaos Custom Shop / Chaos FX,Fuzz Machine,Fuzz
Chaos Custom Shop / Chaos FX,Lugola Fuzz,Fuzz
Chaos Custom Shop / Chaos FX,K.O. Drive,Overdrive
Chaos Custom Shop / Chaos FX,X.Drive Distortion,Distortion
CroyTone Audio Technologies,Hae Fuzz,Fuzz
CroyTone Audio Technologies,Suzumebachi Fuzz,Fuzz
CroyTone Audio Technologies,Camper Fuzz,Fuzz
CTech / CB Labs,PRX-901 Amp Emulator,Overdrive
CTech / CB Labs,PRX-902 Amp Emulator,Overdrive
Cultco,001 Medium Overdrive,Overdrive
Cunningham Amps,MK 1.6 Fuzz,Fuzz
Cunningham Amps,Dual Range Fuzz,Fuzz
Cunningham Amps,Octave Fuzz,Fuzz
Cunningham Amps,Zonk/MK1 Fuzz,Fuzz
Cunningham Amps,MKII Professional Fuzz,Fuzz
Cunningham Amps,Gypsy Eyes Fuzz,Fuzz
Cunningham Amps,Supa Fuzz,Fuzz
Cunningham Amps,Nick Perri Signature MK1 Fuzz,Fuzz
Custom 77,Push Me Pull Me,Overdrive
Cutec,OD-01 Over Drive,Overdrive
Critically Overdriven,E.O.D.,Overdrive
Cave Pedals,FETish,Overdrive
Cave Pedals,FETish,Fuzz
Cave Pedals,Quad,Overdrive
Casey Gooby,Bag Of Dicks,Fuzz
Casey Gooby,Organ Donor,Fuzz
Carl Martin,AC-Tone Single,Overdrive
Carl Martin,DC-Drive,Overdrive
Carl Martin,Greg Howe's Lick Box,Overdrive
Carl Martin,Greg Howe's Lick Box,Distortion
Carl Martin,Panama,Overdrive
Carl Martin,Panama,Distortion
Carl Martin,PlexiRanger,Overdrive
Carl Martin,PlexiTone,Overdrive
Carl Martin,PlexiTone,Distortion
Carl Martin,PlexiTone Lo-Gain,Overdrive
Carl Martin,PlexiTone Single,Overdrive
Carl Martin,PlexiTone Single,Distortion
Carl Martin,Purple Moon,Fuzz
Carl Martin,The Fuzz,Fuzz
Carl Martin,Heavy Drive,Distortion
Carl Martin,TOD,Overdrive
Cedar Custom Effects,Cedar Drive,Overdrive
Chicago Stompworks,Gray Speck,Overdrive
Chicago Stompworks,Greeny,Fuzz
Chicago Stompworks,Fat Bald Guy,Fuzz
Chicago Stompworks,Legitimate Beef,Overdrive
Chicago Stompworks,Black Fudge,Fuzz
Chowny Bass,Fuzzster Bass Fuzz,Fuzz
Coffin Case,Blood Drive,Distortion
Coffin Case,Batula Fuzz,Fuzz
ColdCraft Effects,Sweet Cream OD,Overdrive
ColdCraft Effects,Fiesta Fuzz Mini,Fuzz
ColdCraft Effects,Ramrod Distortion,Distortion
ColdCraft Effects,Sweet Kiwi MkII,Overdrive
ColdCraft Effects,Sweet Kiwi MkII,Fuzz
ColdCraft Effects,Black Shuck OD/Distortion,Overdrive
ColdCraft Effects,Black Shuck OD/Distortion,Distortion
ColdCraft Effects,Cascade MkII,Overdrive
ColdCraft Effects,Black Dynamite MkII,Overdrive
ColdCraft Effects,Fiesta Fuzz MkII,Fuzz
ColdCraft Effects,Fusion Fuzz,Fuzz
Creation Audio Labs,Holy Fire Classic,Overdrive
Creation Audio Labs,Holy Fire Classic,Distortion
Creation Audio Labs,Holy Fire 9,Overdrive
Creation Audio Labs,Holy Fire 9,Distortion
Creation Audio Labs,Grizzly Bass,Overdrive
Creation Audio Labs,Grizzly Bass,Distortion
Crews Maniac Sound,Genius Over Drive,Overdrive
Crews Maniac Sound,Quadrive,Overdrive
Crews Maniac Sound,Valve Drive,Overdrive
Crews Maniac Sound,Taco Fuzz,Fuzz
Cameltone Electronics,The Nard,Overdrive
Cameltone Electronics,The Nard,Distortion
Cameltone Electronics,Big Stuff,Fuzz
Cameltone Electronics,Freak Scene,Fuzz
Cause & Effect Pedals (CE Pedals),FET Dream,Overdrive
Cause & Effect Pedals (CE Pedals),FET Dream,Distortion
Cat Box Customs,Bean Machine,Fuzz
Cat Box Customs,Bean Machine V2,Fuzz
Cat Box Customs,Fuzz Club,Fuzz
Cat's Eye ESP,Mista' Fuzz,Fuzz
Cat's Eye ESP,Mutha' Fuzz,Fuzz
CatastroFX,Deface Mk.III,Fuzz
CatastroFX,Outbreak,Overdrive
Cathouse Pedals,Fuzzy Tongue,Fuzz
Cathouse Pedals,Rat Fink,Distortion
Cathouse Pedals,The Bender,Fuzz
Cathouse Pedals,The Screamer,Overdrive
Cathouse Pedals,The Screamer,Distortion
Caveman Audio / Skrydstrup,ODR1,Overdrive
Caveman Audio / Skrydstrup,ODR1,Fuzz
Caveman Audio / Skrydstrup,ODR2,Overdrive
CBC Pedals,The Drive,Overdrive
CBC Pedals,The Superfuzz,Fuzz
CBC Pedals,FY-2 Companion,Fuzz
CBC Pedals,Foxx Tone Machine,Fuzz
CBC Pedals,Harmonic Percolator,Fuzz
CBC Pedals,Ampeg Scrambler,Fuzz
CBC Pedals,The Drive / Zendrive circuit,Overdrive
Cat's Eye ESP,Mutha' Fuzz,Distortion
Cat's Eye ESP,Hop Hed Fuzztone,Fuzz
Cat's Eye ESP,Hybrid Fuzz,Fuzz
ClinchFX,Blue Classic,Overdrive
ClinchFX,Blue Classic,Distortion
Colorsound / Sola Sound,Overdriver,Overdrive
Colorsound / Sola Sound,Tone Bender,Fuzz
Colorsound / Sola Sound,Tone Bender MKII,Fuzz
Colorsound / Sola Sound,Tone Bender MKIII,Fuzz
Colorsound / Sola Sound,Sola Sound Tone Bender,Fuzz
Concrete Sound Lab,SLAB,Overdrive
Concrete Sound Lab,SLAB,Fuzz
Creepy Fingers Effects,Blacklight Fuzz,Fuzz
Creepy Fingers Effects,Crazy Creepy,Fuzz
Creepy Fingers Effects,The Balch,Fuzz
Creepy Fingers Effects,Blue Mood,Fuzz
Creepy Fingers Effects,Modern Sound,Fuzz
Creepy Fingers Effects,Shatterbox,Fuzz
Creepy Fingers Effects,Fuzzfreak,Fuzz
Creepy Fingers Effects,Creepyface,Fuzz
Creepy Fingers Effects,Brummie,Fuzz
Creepy Fingers Effects,Hold Tight,Fuzz
Creepy Fingers Effects,Fuzz Nugget,Fuzz
Creepy Fingers Effects,Lonely Heart,Fuzz
Creepy Fingers Effects,Harakiri,Fuzz
Critter Electronics,CRR Klone,Overdrive
Critter Electronics,CFR Klone,Overdrive
Critter Electronics,CFR Klone,Distortion
Critter Electronics,1978R Distortion,Distortion
Critter Electronics,Model III Overdrive,Overdrive
Critter Electronics,1972,Fuzz
Critter Electronics,American Fuzz,Fuzz
Carlin,Carlin Compressor/Fuzz,Fuzz
Carlsbro,Carlsbro Fuzz-Tone,Fuzz
Carlsbro,Carlsbro Suzz,Distortion
Carvin,Carvin TO-1 Tube Overdrive,Overdrive
Carvin,Carvin UD-1 Ultra Distortion,Distortion
Carvin,Carvin VLD1 Steve Vai Legacy Drive Preamp,Overdrive
Casimir Effects Pedals,Entropy Fuzz,Fuzz
Chandler,Chandler Tube Driver,Overdrive
Chandler Limited,Germanium Drive,Overdrive
Chandler Limited,Germanium Drive,Distortion
Center Street Electronics,Druid Fuzz,Fuzz
Center Street Electronics,Godly Red,Overdrive
Center Street Electronics,Godly Red,Distortion
Center Street Electronics,Godly Red,Fuzz
Center Street Electronics,Rasputin Fuzz,Fuzz
Center Street Electronics,The Murphy,Overdrive
Center Street Electronics,Drone Station Fuzz,Overdrive
Center Street Electronics,Drone Station Fuzz,Fuzz
Center Street Electronics,God Hates Fuzz,Fuzz
CheeseBlocks Effects,Phoenix Fuzz,Fuzz
CheeseBlocks Effects,THE Cheese Distortion,Distortion
ChiralityAudio,Splinter,Overdrive
ChiralityAudio,Black Swan,Fuzz
ChiralityAudio,Black Swan,Distortion
Chocolate Electronics,Fuzzy Overdrive,Overdrive
Chocolate Electronics,Fuzzy Overdrive,Fuzz
Chocolate Electronics,Chocolate Crunch,Overdrive
Chocolate Electronics,Melty Overdrive,Overdrive
Chocolate Electronics,Chocolate Drive,Overdrive
Cleveland Music Co.,Flats Distortion,Distortion
Cleveland Music Co.,The Heights Dynadrive,Overdrive
Cleveland Music Co.,EastSide Overdrive,Overdrive
Cleveland Music Co.,Superior Overdrive,Overdrive
Cleveland Music Co.,Smuffle Fuzz,Fuzz
Cleveland Music Co.,WestSide Overdrive,Overdrive
Cleveland Music Co.,Midgeapocalypse Vintage Fuzz,Fuzz
Cleveland Music Co.,Old Stone Overdrive,Overdrive
Cleveland Music Co.,Woollybear Fuzz,Fuzz
Cleveland Music Co.,Bleepcakes Overfuzz,Fuzz
Cleveland Music Co.,Bleepcakes Overfuzz,Overdrive
CNZ Audio,GDS-20 Distortion,Distortion
CNZ Audio,SOD-20 Overdrive,Overdrive
CNZ Audio,SFZ-20 Fuzz,Fuzz
CNZ Audio,SCM-20 Crossfire Metal,Distortion
CNZ Audio,SDU-20 Dumble Overdrive,Overdrive
CNZ Audio,VBL-20 Bluesy Overdrive,Overdrive
CNZ Audio,VDU-20 Dumbled Drive,Overdrive
Chesapeake Effects,Flagship Overdrive,Overdrive
Chuck Pedals,Arcadiator,Fuzz
Chuck Pedals,Diver,Fuzz
Chuck Pedals,VTO,Overdrive
Citadel Electronics,Particle Drive,Overdrive
Citadel Electronics,Particle Drive,Distortion
Citadel Electronics,Overtuber,Overdrive
Citadel Electronics,Plutonium Overdrive,Overdrive
Citadel Electronics,Plutonium Overdrive,Distortion
Citadel Electronics,Plutonium Overdrive,Fuzz
Copilot FX,Mantis,Fuzz
Copilot FX,Orbit,Fuzz
Copilot FX,Terra,Fuzz
Copilot FX,Trek,Fuzz
Chunk Systems,FZ002,Fuzz
Chunk Systems,Brown Dog,Fuzz
Cornell Amplification,The 1st Fuzz,Fuzz
Cornell Amplification,Over Drive Special,Overdrive
Cluster Effects,Dragon-71,Distortion
Cranetortoise by Albit,AD-1 Crunch + Atom Distortion,Distortion
Cranetortoise by Albit,DD-1 Dual Distortion,Distortion
Cranetortoise by Albit,DD-1B Dual Distortion for Bass,Distortion
Cranetortoise by Albit,FD-1 Exciting Fuzz Drive,Fuzz
Cranetortoise by Albit,FD-2 Low Noise Fat Distortion,Distortion
Cranetortoise by Albit,HM-1 High Gain Distortion,Distortion
Cranetortoise by Albit,OD-1 Over Drive Booster with Loud Circuit,Overdrive
Cranetortoise by Albit,SD-1 Skunk Distortion,Distortion
Couch Electronics,Blue Whale Overdrive,Overdrive
Couch Electronics,Baker's Dozen Overdrive,Overdrive
CAST Engineering,Texas Flood,Overdrive
CAST Engineering,Mike Zito Peace Drive,Overdrive
CAST Engineering,Gypsy Haze,Fuzz
Crazy Rock'n'Roll Effecter,THE FOXY BLOW,Distortion
Crazy Rock'n'Roll Effecter,Nasty Drive,Overdrive
Crazy Rock'n'Roll Effecter,TONE BENDER M.K Ⅰ. Ⅴ,Fuzz
Crazy Rock'n'Roll Effecter,SWAG FACE,Fuzz
Creber Instruments,Classic Fuzz,Fuzz
Crimsontone,Nero Overdrive,Overdrive
Crimsontone,Rosso Fuzz,Fuzz
Crimsontone,Rosso Fuzz,Overdrive
Cryptid Effects,Indrid Cold,Fuzz
Cryptid Effects,Siam Howler,Fuzz
Coolsound,A117 Rough OVD,Overdrive
Coolsound,A127 Dirty Bass,Distortion
Crock,CM-2 Crock Metal,Distortion
Crock,DS-2 Distortion,Distortion
Crock,DS-4 Supra Distortion,Distortion
Crock,OD-2 Over Drive Plus,Overdrive
Crock,SD-2 Super Over Drive,Overdrive
Crock,SM-2 Super Metal,Distortion
Crock,SM-3 Super Metal,Distortion
Crock,TM-2 Thrash Master,Distortion
CrockettDial Productions,The Kwaker,Fuzz
Crotronics,Lost Temper,Fuzz
Crotronics,Firestarter,Fuzz
Crust Pedals,Hudson Broadcast Clone,Overdrive
Classic Audio Effects,Stumphouse Drive,Overdrive
Comet Effects,Hyperdrive,Overdrive
Comodoro Pedales,Botfly Fuzz,Fuzz
Comodoro Pedales,Percolator Fuzz,Fuzz
Comodoro Pedales,Rat Bass,Distortion
Crucial Audio,Das Götterdämmerung,Fuzz
Crucial Audio,Das Götterdämmerung,Distortion
Custom Analog Pedals,Purple Fuzzy Drive,Fuzz
Custom Analog Pedals,Purple Fuzzy Drive,Overdrive
Citadel Electronics,Vector,Fuzz
Circuitous FX,FZ-BRK,Fuzz
Circus Freak Music,The Bearded Lady Fuzztone,Fuzz
Circus Freak Music,The Pickled Punk,Distortion
Circus Freak Music,The Tattooed Lady,Overdrive
Cosmic Terror,Sonic Doom,Fuzz
Cosmic Terror,The Butcher,Fuzz
Cosmic Terror,Low Frequency Destroyer,Distortion
Cosmic Terror,Low Frequency Destroyer,Fuzz
Cosmic Terror,Centerror,Overdrive
Cosmic Terror,Sonic Rat,Distortion
Cosmic Terror,Cult OD,Overdrive
Cosmic Terror,Cosmic Drive,Overdrive
Cosmic Terror,Droog,Overdrive
