Builder,Pedal,Type
Basic Audio,Foxey Lady,Fuzz
Basic Audio,Foxton,Fuzz
Basic Audio,Futureman,Distortion
Basic Audio,Futureman,Fuzz
Basic Audio,Futureman,Overdrive
Basic Audio,Fuzz Mutant,Fuzz
Basic Audio,Fuzz Right,Fuzz
Basic Audio,Gnarly,Fuzz
Basic Audio,Gypsy fuzz,Fuzz
Basic Audio,Kay Fuzz,Fuzz
Basic Audio,Knight fuzz,Fuzz
Basic Audio,Low Volt,Fuzz
Basic Audio,Marq Won,Fuzz
Basic Audio,Nonts,Fuzz
Basic Audio,Orpheum,Fuzz
Basic Audio,Oscix,Fuzz
Basic Audio,Overtdrive,Overdrive
Basic Audio,Pirk,Fuzz
Basic Audio,Scarab Deluxe,Fuzz
Basic Audio,Sharp Tooth,Fuzz
Basic Audio,Solar Myth,Fuzz
Basic Audio,Spooky Tooth,Fuzz
Basic Audio,Supa,Fuzz
Basic Audio,Supa MKI,Fuzz
Basic Audio,Supa Tweak,Fuzz
Basic Audio,Super Fuzz,Fuzz
Basic Audio,Tri-Ram Muff,Fuzz
Basic Audio,Zippy,Fuzz
Basic Audio,Zonk,Fuzz
Beetronics FX,Abelha Tropical Fuzz,Fuzz
Beetronics FX,Fatbee,Overdrive
Beetronics FX,Nectar Tone Sweetener,Fuzz
Beetronics FX,Nectar Tone Sweetener,Overdrive
Beetronics FX,Octahive V2,Fuzz
Beetronics FX,Overhive,Overdrive
Beetronics FX,Royal Jelly,Fuzz
Beetronics FX,Royal Jelly,Overdrive
Beetronics FX,Swarm Fuzz Harmonizer,Fuzz
Beetronics FX,Tuna Fuzz,Fuzz
Beetronics FX,Vezzpa Octave Stinger,Fuzz
Benson Amps,Deep Sea Diver Fuzz-Echo,Fuzz
Benson Amps,Germanium Fuzz,Fuzz
Benson Amps,Germanium Fuzz,Overdrive
Benson Amps,Germanium Preamp Pedal,Fuzz
Benson Amps,Germanium Preamp Pedal,Overdrive
Benson Amps,Portable Distortion 424 MKII,Distortion
Benson Amps,Preamp Pedal,Fuzz
Benson Amps,Preamp Pedal,Overdrive
Benson Amps,Störkn B0kš,Fuzz
Benson Amps,Stonk Box,Fuzz
Big John Effects,Dirty Sandwich,Overdrive
Big John Effects,Granny Puker,Distortion
Big John Effects,Granny Puker,Overdrive
Big John Effects,Hairy Balls,Distortion
Big John Effects,Hairy Balls,Fuzz
Big John Effects,Hairy Balls,Overdrive
Big John Effects,Lil' John series,Fuzz
Big John Effects,Obama Wah,Distortion
Big John Effects,Pocket Rocket,Overdrive
Big Knob Pedals,Appetite for Distortion,Distortion
Big Knob Pedals,Black Metallic,Distortion
Big Knob Pedals,Blues Buster,Overdrive
Big Knob Pedals,Bushy Bison,Fuzz
Big Knob Pedals,Civil Warp,Fuzz
Big Knob Pedals,Colour Jumbo,Fuzz
Big Knob Pedals,Creamy Pi,Fuzz
Big Knob Pedals,D OverDrive 250,Overdrive
Big Knob Pedals,Fuzz Barn,Fuzz
Big Knob Pedals,Fuzz Space,Fuzz
Big Knob Pedals,Game of Tones,Overdrive
Big Knob Pedals,Green Russian,Fuzz
Big Knob Pedals,Guv'nator,Distortion
Big Knob Pedals,I.C.B.M,Fuzz
Big Knob Pedals,Legend TB,Fuzz
Big Knob Pedals,Mad Donkey,Overdrive
Big Knob Pedals,NYC Version 6,Fuzz
Big Knob Pedals,Octavius,Fuzz
Big Knob Pedals,Pig Stomp,Fuzz
Big Knob Pedals,Pink Freud,Fuzz
Big Knob Pedals,Pink Freud,Overdrive
Big Knob Pedals,Range Blaster,Overdrive
Big Knob Pedals,Rat Pak,Distortion
Big Knob Pedals,Rock-Ola,Distortion
Big Knob Pedals,Tone Blender,Fuzz
Big Knob Pedals,Tone Boner,Overdrive
Big Knob Pedals,Tone-Nation,Distortion
Big Knob Pedals,Tube 808,Overdrive
Big Knob Pedals,Zed Drive,Overdrive
BIXONIC,AXENTRIX A1,Distortion
BIXONIC,AXENTRIX A1,Fuzz
BIXONIC,AXENTRIX A1,Overdrive
BIXONIC,AXENTRIX II,Distortion
BIXONIC,AXENTRIX II,Fuzz
BIXONIC,EXP2000DR,Distortion
BIXONIC,EXP2000DR,Fuzz
BJFE / BJF Electronics,Arctic Light Fuzz,Fuzz
BJFE / BJF Electronics,Arctic White Fuzz (AWF),Fuzz
BJFE / BJF Electronics,Big Purple Fuzz,Fuzz
BJFE / BJF Electronics,BlueBerry Bass Overdrive (3BOD),Overdrive
BJFE / BJF Electronics,Candy Apple Fuzz (CAF),Fuzz
BJFE / BJF Electronics,Concreto Distortion,Distortion
BJFE / BJF Electronics,Cranberry Over Drive,Overdrive
BJFE / BJF Electronics,Dyna Blue Distortion,Distortion
BJFE / BJF Electronics,Dyna Red Distortion (DRD),Distortion
BJFE / BJF Electronics,Emerald Green Distortion Machine (EGDM),Distortion
BJFE / BJF Electronics,Folk Fuzz,Fuzz
BJFE / BJF Electronics,Honey Bee Overdrive (HBOD),Overdrive
BJFE / BJF Electronics,Lingonberry Over Drive,Overdrive
BJFE / BJF Electronics,Little Green Wonder (LGW),Overdrive
BJFE / BJF Electronics,Mighty Blue Overdrive,Overdrive
BJFE / BJF Electronics,Mighty Red Distortion (MRD),Distortion
BJFE / BJF Electronics,Model R,Distortion
BJFE / BJF Electronics,Pink Purple Fuzz (PPF),Fuzz
BJFE / BJF Electronics,Smokey Orange Fuzz,Fuzz
BJFE / BJF Electronics,Sparkling Yellow Overdrive (SYOD),Overdrive
BJFE / BJF Electronics,Sparkling Yellow Overdrive Version 2 (SYOD V.2),Overdrive
Black Arts Toneworks,BAT,Distortion
Black Arts Toneworks,BAT,Overdrive
Black Arts Toneworks,Black Forest,Distortion
Black Arts Toneworks,Black Forest,Fuzz
Black Arts Toneworks,Black Forest,Overdrive
Black Arts Toneworks,Black Sheep,Distortion
Black Arts Toneworks,Black Sheep,Fuzz
Black Arts Toneworks,Coven,Distortion
Black Arts Toneworks,Coven,Fuzz
Black Arts Toneworks,Coven,Overdrive
Black Arts Toneworks,Crown of Horns,Distortion
Black Arts Toneworks,Crown of Horns,Fuzz
Black Arts Toneworks,Destroyer,Distortion
Black Arts Toneworks,Destroyer,Fuzz
Black Arts Toneworks,FNORD,Distortion
Black Arts Toneworks,FNORD,Fuzz
Black Arts Toneworks,LSTR,Distortion
Black Arts Toneworks,LSTR,Fuzz
Black Arts Toneworks,Pharaoh,Distortion
Black Arts Toneworks,Pharaoh,Fuzz
Black Arts Toneworks,Pharaoh Supreme,Distortion
Black Arts Toneworks,Pharaoh Supreme,Fuzz
Black Arts Toneworks,Priestess,Distortion
Black Arts Toneworks,Priestess,Fuzz
Black Arts Toneworks,Quantum Mystic,Distortion
Black Arts Toneworks,Quantum Mystic,Overdrive
Black Arts Toneworks,Rabid Mammal,Distortion
Black Arts Toneworks,Rabid Mammal,Fuzz
Black Arts Toneworks,Raw Heart OD,Distortion
Black Arts Toneworks,Raw Heart OD,Overdrive
Black Arts Toneworks,Revelation,Distortion
Black Arts Toneworks,Revelation,Overdrive
Black Arts Toneworks,Sarcophagus,Distortion
Black Arts Toneworks,Sarcophagus,Fuzz
Black Arts Toneworks,Skyboost,Distortion
Black Arts Toneworks,Skyboost,Fuzz
Black Arts Toneworks,Son of Pharaoh,Distortion
Black Arts Toneworks,Son of Pharaoh,Fuzz
Black Arts Toneworks,Tres Diablos Ruidosos,Distortion
Black Arts Toneworks,Tres Diablos Ruidosos,Fuzz
Black Arts Toneworks,Tres Diablos Ruidosos,Overdrive
Black Arts Toneworks,Witch Burner MkII,Overdrive
Blackhawk Amplifiers,Asgard Bass Fuzz,Fuzz
Blackhawk Amplifiers,Balrog Distortion MKII,Distortion
Blackhawk Amplifiers,Balrog Distortion MKII,Overdrive
Blackhawk Amplifiers,Basilisk Fuzz,Fuzz
Blackhawk Amplifiers,Fellbeast Fuzz,Fuzz
Blackhawk Amplifiers,Gandalf Fuzz,Fuzz
Blackhawk Amplifiers,Green / Black Russian Pi π Fuzz,Fuzz
Blackhawk Amplifiers,Heimdall-2 MKII,Distortion
Blackhawk Amplifiers,Heimdall-2 MKII,Overdrive
Blackhawk Amplifiers,Heimdall-3 MKII Distortion,Distortion
Blackhawk Amplifiers,Mithrandir Octave Fuzz,Fuzz
Blackhawk Amplifiers,Morgul Drive MKII,Overdrive
Blackhawk Amplifiers,Nazgûl MKII {Parallel} Distortion and Fuzz,Distortion
Blackhawk Amplifiers,Nazgûl MKII {Parallel} Distortion and Fuzz,Fuzz
Blackhawk Amplifiers,Pi π Bass Fuzz,Fuzz
Blackhawk Amplifiers,Pi π Fuzz,Fuzz
Blackhawk Amplifiers,Ramshead Fuzz,Fuzz
Blackhawk Amplifiers,Svarog Fuzz,Fuzz
Blackhawk Amplifiers,Triangle Fuzz,Fuzz
Blackhawk Amplifiers,Uruk-Hai MKII {Parallel} Drive & Fuzz,Distortion
Blackhawk Amplifiers,Uruk-Hai MKII {Parallel} Drive & Fuzz,Fuzz
Blackhawk Amplifiers,Uruk-Hai MKII {Parallel} Drive & Fuzz,Overdrive
Blackhawk Amplifiers,Valhalla Fuzz,Fuzz
Blackhawk Amplifiers,Valkyrie Drive,Overdrive
Blackhawk Amplifiers,Windhand LBM Fuzz,Distortion
Blackhawk Amplifiers,Windhand LBM Fuzz,Fuzz
BlackOutEffectors,A Seriously Special Twosome,Fuzz
BlackOutEffectors,A Very Special Twosome,Fuzz
BlackOutEffectors,Blunderbuss Fuzz,Fuzz
BlackOutEffectors,Blunderbuss Musket,Fuzz
BlackOutEffectors,Crystal Dagger,Fuzz
BlackOutEffectors,Dual Gain Mantra,Overdrive
BlackOutEffectors,Fix'd Fuzz,Fuzz
BlackOutEffectors,Fix'd Fuzz,Overdrive
BlackOutEffectors,Fix'd Fuzz Deluxe,Fuzz
BlackOutEffectors,Fix'd Fuzz Deluxe,Overdrive
BlackOutEffectors,FUBÄR,Fuzz
BlackOutEffectors,Fuzz Bear,Fuzz
BlackOutEffectors,Mantra Overdrive,Overdrive
BlackOutEffectors,Musket Fuzz,Fuzz
BlackOutEffectors,None promoted as a standalone manufacturer-supported identity in this block,Distortion
BlackOutEffectors,Special Twosome Deluxe,Fuzz
BlackOutEffectors,Twosome Dual Fuzz,Fuzz
BlackOutEffectors,Twosome Dual Fuzz,Overdrive
Blackstar Amplification,Dept. 10 Dual Distortion,Distortion
Blackstar Amplification,Dept. 10 Dual Distortion,Overdrive
Blackstar Amplification,Dept. 10 Dual Drive,Distortion
Blackstar Amplification,Dept. 10 Dual Drive,Overdrive
Blackstar Amplification,HT-DIST,Distortion
Blackstar Amplification,HT-DISTX,Distortion
Blackstar Amplification,HT-DRIVE,Overdrive
Blackstar Amplification,HT-DUAL,Distortion
Blackstar Amplification,HT-DUAL,Overdrive
Blackstar Amplification,HT-METAL,Distortion
Blackstar Amplification,HT-METAL,Overdrive
Blackstar Amplification,LT-DIST,Distortion
Blackstar Amplification,LT-DRIVE,Overdrive
Blackstar Amplification,LT-DUAL,Distortion
Blackstar Amplification,LT-DUAL,Overdrive
Blackstar Amplification,LT-METAL,Distortion
Blackstar Amplification,none identified,Fuzz
Bogner Amplification,Burnley,Distortion
Bogner Amplification,Ecstasy Blue,Overdrive
Bogner Amplification,Ecstasy Red,Distortion
Bogner Amplification,Ecstasy Red,Overdrive
Bogner Amplification,La Grange,Overdrive
Bogner Amplification,Oxford,Fuzz
Bogner Amplification,production status not established from reviewed current manufacturer material,Distortion
Bogner Amplification,production status not established from reviewed current manufacturer material,Fuzz
Bogner Amplification,production status not established from reviewed current manufacturer material,Overdrive
Bogner Amplification,Uberschall,Distortion
Bogner Amplification,Wessex,Overdrive
BOSS,BD-2 Blues Driver,Overdrive
BOSS,BD-2W Blues Driver,Overdrive
BOSS,DS-1 Distortion,Distortion
BOSS,DS-1W Distortion,Distortion
BOSS,DS-1X Distortion,Distortion
BOSS,DS-2 TURBO Distortion,Distortion
BOSS,FZ-1W Fuzz,Fuzz
BOSS,FZ-5 Fuzz,Fuzz
BOSS,HM-2W Heavy Metal,Distortion
BOSS,JB-2 Angry Driver,Overdrive
BOSS,MD-2 Mega Distortion,Distortion
BOSS,ML-2 Metal Core,Distortion
BOSS,MT-2 Metal Zone,Distortion
BOSS,MT-2W Metal Zone,Distortion
BOSS,OD-1X OverDrive,Overdrive
BOSS,OD-200 Hybrid Drive,Overdrive
BOSS,OD-3 OverDrive,Overdrive
BOSS,OS-2 OverDrive/Distortion,Overdrive
BOSS,SD-1 SUPER OverDrive,Overdrive
BOSS,SD-1W SUPER OverDrive,Overdrive
BOSS,ST-2 Power Stack,Distortion
Caroline Guitar Company,Aaron Graves Overdrive,Distortion
Caroline Guitar Company,Aaron Graves Overdrive,Fuzz
Caroline Guitar Company,Aaron Graves Overdrive,Overdrive
Caroline Guitar Company,CROM,Distortion
Caroline Guitar Company,CROM,Fuzz
Caroline Guitar Company,CROM,Overdrive
Caroline Guitar Company,Hawaiian Pizza,Distortion
Caroline Guitar Company,Hawaiian Pizza,Fuzz
Caroline Guitar Company,Hawaiian Pizza,Overdrive
Caroline Guitar Company,Icarus V2,Distortion
Caroline Guitar Company,Icarus V2,Fuzz
Caroline Guitar Company,Icarus V2,Overdrive
Caroline Guitar Company,Olympia,Distortion
Caroline Guitar Company,Olympia,Fuzz
Caroline Guitar Company,Olympia,Overdrive
Caroline Guitar Company,Shigeharu,Distortion
Caroline Guitar Company,Shigeharu,Fuzz
Caroline Guitar Company,Shigeharu,Overdrive
Caroline Guitar Company,The Blues,Distortion
Caroline Guitar Company,The Blues,Fuzz
Caroline Guitar Company,The Blues,Overdrive
Caroline Guitar Company,Wave Cannon MKII,Distortion
Caroline Guitar Company,Wave Cannon MKII,Fuzz
Caroline Guitar Company,Wave Cannon MKII,Overdrive
Caroline Guitar Company,Wave Cannon Zero,Distortion
Caroline Guitar Company,Wave Cannon Zero,Fuzz
Caroline Guitar Company,Wave Cannon Zero,Overdrive
Catalinbread Effects,Airstrip Console Pre,Overdrive
Catalinbread Effects,Antichthon,Fuzz
Catalinbread Effects,Carbide Distortion,Distortion
Catalinbread Effects,Clean Little Secret,Distortion
Catalinbread Effects,Clean Little Secret,Overdrive
Catalinbread Effects,Crooner Preamp,Distortion
Catalinbread Effects,Crooner Preamp,Fuzz
Catalinbread Effects,Crooner Preamp,Overdrive
Catalinbread Effects,Dirty Little Secret,Distortion
Catalinbread Effects,Dirty Little Secret,Overdrive
Catalinbread Effects,Dirty Little Secret Deluxe,Distortion
Catalinbread Effects,Dirty Little Secret Deluxe,Overdrive
Catalinbread Effects,Formula 51,Distortion
Catalinbread Effects,Formula 51,Overdrive
Catalinbread Effects,Formula 55,Distortion
Catalinbread Effects,Formula 55,Overdrive
Catalinbread Effects,Formula 5F6,Distortion
Catalinbread Effects,Formula 5F6,Overdrive
Catalinbread Effects,Formula No. 5,Distortion
Catalinbread Effects,Formula No. 5,Overdrive
Catalinbread Effects,Fuzzrite,Fuzz
Catalinbread Effects,Fuzzrite Germanium,Fuzz
Catalinbread Effects,Fuzzrite Germanium White,Fuzz
Catalinbread Effects,Fuzzrite Mini,Fuzz
Catalinbread Effects,Galileo,Distortion
Catalinbread Effects,Galileo,Overdrive
Catalinbread Effects,Galileo 4K,Distortion
Catalinbread Effects,Galileo 4K,Overdrive
Catalinbread Effects,Galileo Red Special,Distortion
Catalinbread Effects,Galileo Red Special,Overdrive
Catalinbread Effects,Giygas 2K Fuzz,Fuzz
Catalinbread Effects,Karma Suture GE,Fuzz
Catalinbread Effects,Karma Suture SI,Fuzz
Catalinbread Effects,Katzenkönig,Distortion
Catalinbread Effects,Katzenkönig,Fuzz
Catalinbread Effects,Knight School Fuzz,Fuzz
Catalinbread Effects,Knight School Overdrive,Distortion
Catalinbread Effects,Knight School Overdrive,Overdrive
Catalinbread Effects,Knightdrive,Distortion
Catalinbread Effects,Knightdrive,Overdrive
Catalinbread Effects,Little Secret,Distortion
Catalinbread Effects,Little Secret,Overdrive
Catalinbread Effects,Manx Loaghtan Fuzz,Fuzz
Catalinbread Effects,Maxon 40th Anniversary Catalinbread Modified Overdrive (OD808-40C),Overdrive
Catalinbread Effects,Merkin Fuzz,Fuzz
Catalinbread Effects,Misnomer,Distortion
Catalinbread Effects,Misnomer,Overdrive
Catalinbread Effects,Misnomer (Cabinet Series),Overdrive
Catalinbread Effects,Naga Viper,Overdrive
Catalinbread Effects,Octapussy,Fuzz
Catalinbread Effects,Perseus DIO,Fuzz
Catalinbread Effects,Perseus DIO (dry distortion section only; octave-down function excluded from census categorying),Distortion
Catalinbread Effects,RAH,Distortion
Catalinbread Effects,RAH,Overdrive
Catalinbread Effects,Sabbra Cadabra,Distortion
Catalinbread Effects,Sabbra Cadabra,Overdrive
Catalinbread Effects,SFT,Distortion
Catalinbread Effects,SFT,Fuzz
Catalinbread Effects,SFT,Overdrive
Catalinbread Effects,SideArm Overdrive,Distortion
Catalinbread Effects,SideArm Overdrive,Overdrive
Catalinbread Effects,Silver Kiss Overdrive,Overdrive
Catalinbread Effects,Silver Kiss Overdrive (2007 Reissue),Overdrive
Catalinbread Effects,StarCrash Fuzz,Fuzz
Chase Bliss,Brothers AM,Distortion
Chase Bliss,Brothers AM,Overdrive
Crazy Tube Circuits,Blackface Stardust V2,Distortion
Crazy Tube Circuits,Blackface Stardust V2,Fuzz
Crazy Tube Circuits,Blackface Stardust V2,Overdrive
Crazy Tube Circuits,Constellation,Fuzz
Crazy Tube Circuits,Constellation OC41,Distortion
Crazy Tube Circuits,Constellation OC41,Fuzz
Crazy Tube Circuits,Constellation OC41,Overdrive
Crazy Tube Circuits,Constellation OC45,Distortion
Crazy Tube Circuits,Constellation OC45,Fuzz
Crazy Tube Circuits,Constellation OC45,Overdrive
Crazy Tube Circuits,Crossfire,Distortion
Crazy Tube Circuits,Crossfire,Fuzz
Crazy Tube Circuits,Crossfire,Overdrive
Crazy Tube Circuits,Falcon,Distortion
Crazy Tube Circuits,Falcon,Fuzz
Crazy Tube Circuits,Falcon,Overdrive
Crazy Tube Circuits,Heatseeker,Distortion
Crazy Tube Circuits,Heatseeker,Fuzz
Crazy Tube Circuits,Heatseeker,Overdrive
Crazy Tube Circuits,Hi-Power,Distortion
Crazy Tube Circuits,Hi-Power,Fuzz
Crazy Tube Circuits,Hi-Power,Overdrive
Crazy Tube Circuits,Killer V,Distortion
Crazy Tube Circuits,Killer V,Fuzz
Crazy Tube Circuits,Killer V,Overdrive
Crazy Tube Circuits,Limelight,Distortion
Crazy Tube Circuits,Limelight,Fuzz
Crazy Tube Circuits,Motherload,Distortion
Crazy Tube Circuits,Motherload,Fuzz
Crazy Tube Circuits,Motherload,Overdrive
Crazy Tube Circuits,Orama,Distortion
Crazy Tube Circuits,Orama,Fuzz
Crazy Tube Circuits,Orama,Overdrive
Crazy Tube Circuits,Sidekick,Distortion
Crazy Tube Circuits,Sidekick,Fuzz
Crazy Tube Circuits,Sidekick,Overdrive
Crazy Tube Circuits,Space Charged V2,Distortion
Crazy Tube Circuits,Space Charged V2,Fuzz
Crazy Tube Circuits,Space Charged V2,Overdrive
Crazy Tube Circuits,Stardust v3,Distortion
Crazy Tube Circuits,Stardust v3,Fuzz
Crazy Tube Circuits,Stardust v3,Overdrive
Crazy Tube Circuits,Stardust V3,Overdrive
Crazy Tube Circuits,Starlight,Distortion
Crazy Tube Circuits,Starlight,Fuzz
Crazy Tube Circuits,Starlight,Overdrive
Crazy Tube Circuits,Triptychon,Fuzz
Crazy Tube Circuits,Triptychon,Overdrive
Crazy Tube Circuits,Unobtanium,Distortion
Crazy Tube Circuits,Unobtanium,Fuzz
Crazy Tube Circuits,Unobtanium,Overdrive
Crazy Tube Circuits,Unobtanium Raw,Distortion
Crazy Tube Circuits,Unobtanium Raw,Fuzz
Crazy Tube Circuits,Unobtanium Raw,Overdrive
Crazy Tube Circuits,Unobtanium RAW,Overdrive
Crazy Tube Circuits,Venus,Distortion
Crazy Tube Circuits,Venus,Fuzz
Crazy Tube Circuits,Venus,Overdrive
Crazy Tube Circuits,White Whale,Distortion
Crazy Tube Circuits,White Whale,Fuzz
Crazy Tube Circuits,White Whale,Overdrive
Crazy Tube Circuits,White Whale v2,Distortion
Crazy Tube Circuits,White Whale v2,Fuzz
Crazy Tube Circuits,White Whale v2,Overdrive
Crazy Tube Circuits,Ziggy v2,Distortion
Crazy Tube Circuits,Ziggy V2,Distortion
Crazy Tube Circuits,Ziggy v2,Fuzz
Crazy Tube Circuits,Ziggy V2,Overdrive
Crazy Tube Circuits,Ziggy v2,Overdrive
Danelectro,3699 fUZZ,Fuzz
Danelectro,Black Coffee Metal Distortion,Distortion
Danelectro,Black Paisley Liquid Metal,Distortion
Danelectro,Blue Paisley PureDrive,Overdrive
Danelectro,Cash Cow Overdrive,Overdrive
Danelectro,Cool Cat Distortion,Distortion
Danelectro,Cool Cat Drive,Overdrive
Danelectro,Cool Cat Fuzz,Fuzz
Danelectro,Cool Cat Metal,Distortion
Danelectro,Cool Cat Metal II,Distortion
Danelectro,Cool Cat Transparent Overdrive,Overdrive
Danelectro,Daddy O,Overdrive
Danelectro,Eisenhower Fuzz,Fuzz
Danelectro,FAB Distortion,Distortion
Danelectro,FAB Fuzz,Fuzz
Danelectro,FAB Metal,Distortion
Danelectro,FAB Overdrive,Overdrive
Danelectro,Fab Tone / FAB Tone Distortion,Distortion
Danelectro,French Toast,Fuzz
Danelectro,French Toast Octave Distortion,Distortion
Danelectro,Grilled Cheese Distortion,Distortion
Danelectro,Nichols 1966,Distortion
Danelectro,Nichols 1966,Fuzz
Danelectro,Pastrami Overdrive,Overdrive
Danelectro,Pride of Texas Overdrive,Overdrive
Danelectro,Roebuck,Distortion
Danelectro,T-Bone Distortion,Distortion
Danelectro,The Breakdown,Overdrive
Danelectro,Wasabi Distortion,Distortion
Danelectro,Wasabi Overdrive,Overdrive
Daredevil Pedals,Almighty Bass,Fuzz
Daredevil Pedals,British Black Belt,Distortion
Daredevil Pedals,Chicago Way,Fuzz
Daredevil Pedals,Chicago Way,Overdrive
Daredevil Pedals,COCKED & FEARLESS,Distortion
Daredevil Pedals,DAISHO,Fuzz
Daredevil Pedals,"Daredevil Cry Baby Fuzz Wah — collaboration product with a fuzz circuit, retained because Daredevil lists it among its products and it contains a dirt/fuzz function",Fuzz
Daredevil Pedals,Deep Dish-tortion,Distortion
Daredevil Pedals,DRIVE-Bi,Distortion
Daredevil Pedals,Fearless Distortion,Distortion
Daredevil Pedals,L.S.D,Fuzz
