builder	model	category	light_description	photo_source	status
Animal Factory Amplification	Godeater	Bass Distortion	Original AFA bass-distortion family, later reworked into the Godeater V3 pedal and Godeater+.	https://animalfactoryamps.com/blogs/news/superbooth-2023-news-animal-factory-reveals-new-pedal-and-synth-prototypes	INVENTORY
Animal Factory Amplification	Godeater V3	Bass Distortion	Third-generation Godeater pedal adding balanced output and revised output mixer stage.	https://animalfactoryamps.com/blogs/news/superbooth-2023-news-animal-factory-reveals-new-pedal-and-synth-prototypes	INVENTORY
Animal Factory Amplification	Godeater+	Bass Distortion	Current expanded Godeater+ with sidechain, crossover and output-splitting features plus internal high-voltage operation.	https://animalfactoryamps.com/en-au/products/godeater	INVENTORY
Animal Factory Amplification	Ozymandias	Overdrive / Distortion	Dual independent overdrive/distortion pedal with series or parallel routing and selectable clipping/range modes.	https://animalfactoryamps.com/products/ozymandias-dual-overdrive-distortion-pedal	INVENTORY
Animal Factory Amplification	Dirty Mirror	Dual Parallel Fuzz	Three-footswitch dual-fuzz design combining Chemical Burn and modified Big Muff-derived channels with pre-fuzz delay and modulation options.	https://animalfactoryamps.com/en-au/products/dirty-mirror	INVENTORY
OKKO FX	DIABLO	Overdrive	Original flagship overdrive family; current OKKO catalog and anniversary material identify Diablo as the pedal that started the company.	https://okko-fx.com/	INVENTORY
OKKO FX	DIABLO 20 ltd. (big box)	Overdrive	Limited 20th-anniversary Diablo edition, explicitly limited to 50 pieces with big-box enclosure and premium component selection.	https://okko-fx.com/DIABLO-20-ltd-big-box-p591989832	INVENTORY
OKKO FX	DIABLO DUAL	Overdrive / Distortion	Two-channel dynamic overdrive/distortion with independently adjustable channels and 6V-18V internal dynamic range.	https://okko-fx.com/DIABLO-DUAL-p261206223	INVENTORY
OKKO FX	DIABLO GH Signature	Overdrive / Boost	Gregor Hilden signature variant of the Diablo with independent post-drive boost section and revised feel controls.	https://okko-fx.com/DIABLO-GH-Signature-p261198829	INVENTORY
OKKO FX	DIRTY DIABLO Dual Raw	Overdrive / Distortion	Current Dirty Diablo variation of the classic Diablo family, offered in black and white commercial states.	https://okko-fx.com/	INVENTORY
OKKO FX	THE DYNAMIST	Overdrive	Current OKKO drive marketed as a classic circuit with a new appearance.	https://okko-fx.com/	INVENTORY
OKKO FX	TWINSONIC MKII	Overdrive / Preamp	Dual stacking overdrive and preamp model in the current OKKO catalog.	https://okko-fx.com/	INVENTORY
OKKO FX	MOTÖRBASS	Bass Distortion	Aggressive bass distortion in OKKO's current pedal catalog.	https://okko-fx.com/	INVENTORY
OKKO FX	HOLY GRIT	Fuzz / Overdrive / Preamp	Hybrid gain pedal combining overdrive, fuzz and preamp functions with selectable bias and buffered/unbuffered operation.	https://okko-fx.com/HOLY-GRIT-p469583005	INVENTORY
OKKO FX	BFGRMWB (big box)	Fuzz	Big-box version of OKKO's Big Fucking Green Russian Muff With Benefits fuzz.	https://okko-fx.com/	INVENTORY
OKKO FX	BFGRMWB (big box white)	Fuzz	Limited white enclosure commercial state of the Big Fucking Green Russian Muff With Benefits.	https://okko-fx.com/	INVENTORY
