builder	model	category	light_description	photo_source	status
Sobbat	DB-4 Drive Breaker Four	Overdrive / Distortion / Boost	Four-mode Kyoto handmade drive platform combining high-gain distortion, high-gain overdrive, vintage overdrive and clean boost.	https://www.effectsdatabase.com/model/sobbat/db4	INVENTORY
Sobbat	DB-4R Drive Breaker Four	Overdrive / Distortion / Boost	Revised handmade Kyoto multi-drive platform consolidating DB-1R, DB-2R, ODB-1 and boost functions.	https://www.effectsdatabase.com/model/sobbat/db4r	INVENTORY
Sobbat	DB-1S Drive Breaker	Distortion	Miniaturized DB-1 revision focused on distortion density, EQ range and noise reduction.	https://sobbat.com/index.html	INVENTORY
Sobbat	DB-2S Drive Breaker	Overdrive	Miniaturized DB-2 revision focused on clearer distortion response and a broader EQ/noise-controlled presentation.	https://www.sobbat.com/db2s.html	INVENTORY
Sobbat	ODB-1S Over Drive Breaker	Overdrive	Compact overdrive derived from the ODB-1 channel of DB-4R.	https://www.effectsdatabase.com/model/sobbat/odb1/s	INVENTORY
Sobbat	FB-1 Fuzz Breaker	Fuzz	Kyoto handmade germanium fuzz with LOW-HIGH and BIAS controls for retaining treble and stabilizing the fuzz response.	https://www.effectsdatabase.com/model/sobbat/fb1	INVENTORY
Sobbat	FB-3 Fuzz Breaker	Fuzz	Kyoto handmade fuzz model in the Fuzz Breaker family.	https://www.effectsdatabase.com/model/sobbat/fb3	INVENTORY
Sobbat	FB-4 Fuzz Breaker	Fuzz / Octave Fuzz	Kyoto handmade fuzz and octave-fuzz pedal from the Fuzz Breaker line.	https://sobbat.com/fb4usa.html	INVENTORY
Katanasound	Classic Fuzz-Distortion	Fuzz / Distortion	Japanese handmade dirt lineage associated with Mitsuteru Takaki's Katanasound/mt'Lab development history.	https://www.effectsdatabase.com/model/mtlab	INVENTORY
Katanasound	Classic Supar-Fuzz	Fuzz	Katanasound/mt'Lab fuzz lineage documented through Takaki's historical catalog; preserve as part of the connected brand history.	https://www.effectsdatabase.com/model/mtlab	INVENTORY
Katanasound	Classic Sustainer-Fuzz	Fuzz	Katanasound/mt'Lab sustainer fuzz lineage with documented Big Muff-family historical context.	https://www.effectsdatabase.com/model/mtlab	INVENTORY
Katanasound	Classic Germa-Drive	Overdrive / Fuzz	Germanium-oriented Katanasound/mt'Lab gain product documented in the connected historical catalog.	https://www.effectsdatabase.com/model/mtlab	INVENTORY
