builder	model	category	light_description	photo_source	status
Sola Sound / Colorsound	Tone Bender Professional MKII	Fuzz	Classic British fuzz with strong sustain, aggressive attack and the characteristic thick harmonic texture of the Tone Bender family.	https://www.effectsdatabase.com/model/solasound/tonebendermkii	INVENTORY
Sola Sound / Colorsound	Supa Tone Bender	Fuzz	Large-format high-gain fuzz emphasizing thick sustain, powerful low end and saturated harmonic distortion.	https://www.effectsdatabase.com/model/solasound/supatonebender	INVENTORY
Sola Sound / Colorsound	Jumbo Tone Bender	Fuzz	Fuzz/drive pedal with a thicker, fuller response than the earlier Tone Bender format, ranging from gritty gain to saturated fuzz.	https://www.effectsdatabase.com/model/solasound/jumbotonebender	INVENTORY
Spaceman Effects	Sputnik	Fuzz	Silicon fuzz with multiple gain and bias controls for clean-up, compression, sputter and thick saturated textures.	https://www.effectsdatabase.com/model/spaceman/sputnik	INVENTORY
Spaceman Effects	Fuzzface	Fuzz	Vintage-inspired fuzz with a smooth-to-aggressive range and strong interaction with guitar volume and picking dynamics.	https://www.effectsdatabase.com/model/spaceman/fuzzface	INVENTORY
Spaceman Effects	Nebula	Fuzz	Dense, harmonically rich fuzz designed for broad sustain and saturated lead textures with controllable tonal emphasis.	https://www.effectsdatabase.com/model/spaceman/nebula	INVENTORY
ThorpyFX	Peacekeeper	Overdrive	Transparent-leaning overdrive designed for dynamic response, clarity and a wide range from subtle breakup to assertive drive.	https://www.effectsdatabase.com/model/thorpyfx/peacekeeper	INVENTORY
ThorpyFX	Gunshot	Overdrive / Distortion	Higher-gain drive capable of thick overdrive and aggressive distortion while retaining note definition and low-end control.	https://www.effectsdatabase.com/model/thorpyfx/gunshot	INVENTORY
ThorpyFX	Fat General	Overdrive / Compression	Compression and overdrive combination offering a punchy, balanced gain sound from subtle enhancement through saturated drive.	https://www.effectsdatabase.com/model/thorpyfx/fatgeneral	INVENTORY
Wampler Pedals	Tumnus	Overdrive	Compact transparent-style overdrive that adds amplifier-like warmth and mid presence from clean boost through crunchy drive.	https://www.effectsdatabase.com/model/wampler/tumnus	INVENTORY
Wampler Pedals	Plexi-Drive	Overdrive / Distortion	British-style drive designed to move from open Plexi-like breakup to stronger rock distortion, with flexible voicing.	https://www.effectsdatabase.com/model/wampler/plexidrive	INVENTORY
Wampler Pedals	Dracarys	Distortion	High-gain distortion developed for tight, aggressive modern metal tones with strong low-end control and upper-mid attack.	https://www.effectsdatabase.com/model/wampler/dracarys	INVENTORY
Wampler Pedals	Velvet Fuzz	Fuzz	Fuzz designed to combine thick saturation with a smoother, more controlled response than many vintage fuzz circuits.	https://www.effectsdatabase.com/model/wampler/velvetfuzz	INVENTORY
Wampler Pedals	Belle	Overdrive	Compact overdrive emphasizing clarity, dynamic response and a balanced gain range suited to low- and medium-gain tones.	https://www.effectsdatabase.com/model/wampler/belle	INVENTORY
