name	entity_type	region	era_bucket	dirt_evidence	research_status	source_refs	notes
Thunderbird	Micro-builder	Unknown	2000s-2010s	MkI; Mk1.5; Professional MkII; Fuzz Box	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Appears across several Tone Bender-derived products. Preserve as a candidate brand/builder node pending identity research.
Del Rey Custom Shop	Boutique builder	USA?	2000s-2010s	Fuzz King Brit Bender	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Tone Bender Mk1.5-derived fuzz appears in the Effects Database family tree. Geography is provisional and needs source verification.
Deviltone	Boutique builder	Unknown	2000s-2010s	Mk1.5; MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Multiple Tone Bender-derived fuzz models appear in the tree. Builder dates and location remain open.
Sharptone FX	Boutique builder	Unknown	2000s-2010s	Tone Master Mk1.5; Tone Master MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Two Tone Bender-family models are indexed. Preserve as a builder candidate pending independent catalog research.
Cosmic Sound FX	Boutique builder	Unknown	2000s-2010s	The MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Appears directly under the Tone Bender Professional MkII branch. Needs builder identity, dates, and broader product catalog.
Creepy Fingers	Boutique builder	Unknown	2000s-2010s	Magna Bender; Mostratono	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Two Tone Bender-derived fuzz products are listed. Preserve as a candidate entity until full builder history is established.
DeMarco	Boutique builder	Unknown	2000s-2010s	Klonebender II; Klonebender IV	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Effects Database lists two related Tone Bender products. Further identity and production research required.
Dice Works	Boutique builder	Unknown	2000s-2010s	Union Jack	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Union Jack is listed as a Tone Bender MkII + Supa Fuzz combination. Preserve builder candidate for later catalog completion.
Erafuzz	Micro-builder	Unknown	2000s-2010s	The Italian V - 1966 Tone Bender Replica	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Single but historically specific Italian Vox Tone Bender replica in the tree. Builder identity and geography need verification.
Formula B	Boutique builder	Unknown	2000s-2010s	Mini Bender PRO MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Tone Bender Professional MkII-derived product appears in the related tree. Preserve as a candidate rather than inferring a larger catalog.
Honda Sound Works	Boutique builder	Japan?	2000s-2010s	Early Birds	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Early Birds is listed as a Tone Bender MkII-derived product. Japan is provisional and requires independent verification.
Leila Vintage Electronics	Boutique builder	Unknown	2000s-2010s	Mark II Fuzz	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Tone Bender MkII-derived fuzz listed in the Effects Database tree. Geography and builder history need research.
Magnetic Effects	Boutique builder	Unknown	2000s-2010s	Solar Bender MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Tone Bender MkII-derived product listed. Preserve as candidate for later full catalog completion.
Maritime Analog	Boutique builder	Canada?	2000s-2010s	Firing Line MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Tone Bender MkII-derived model appears in the family tree. Canada is provisional and should not be promoted without independent evidence.
MG Music	Boutique builder	Unknown	2000s-2010s	Tony Tender	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Tone Bender MkII-derived product listed in Effects Database. Further identity/catalog work required.
PiggyFX	Boutique builder	Unknown	2000s-2010s	SchweineFleisch	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Tone Bender MkII-derived fuzz appears in the tree. Preserve exact branding for later reconciliation.
Piod Effects	Boutique builder	Unknown	2000s-2010s	Song Bender MkII	CENSUS_ONLY	https://www.effectsdatabase.com/model/vpw/tonebender/mk15	Tone Bender MkII-derived fuzz listed in the family tree. Broader catalog, location, and dates remain open.
